,acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform
802,below),58.0,0,neg_nonalpha_abrev,,,
803,them),58.0,0,neg_nonalpha_abrev,,,
805,'arpt,58.0,0,neg_nonalpha_abrev,,,
806,discovered:,58.0,0,neg_nonalpha_abrev,,,
807,'your,58.0,0,neg_nonalpha_abrev,,,
808,900',58.0,0,neg_nonalpha_abrev,,,
809,sector),58.0,0,neg_nonalpha_abrev,,,
812,arose:,57.0,0,neg_nonalpha_abrev,,,
813,closed),57.0,0,neg_nonalpha_abrev,,,
814,y],57.0,0,neg_nonalpha_abrev,,,
815,'was,57.0,0,neg_nonalpha_abrev,,,
816,'spd,57.0,0,neg_nonalpha_abrev,,,
817,tkof),57.0,0,neg_nonalpha_abrev,,,
818,3600',57.0,0,neg_nonalpha_abrev,,,
819,3100',57.0,0,neg_nonalpha_abrev,,,
820,'now,57.0,0,neg_nonalpha_abrev,,,
821,'up',57.0,0,neg_nonalpha_abrev,,,
822,lights),56.0,0,neg_nonalpha_abrev,,,
824,'ident',56.0,0,neg_nonalpha_abrev,,,
825,traffic',56.0,0,neg_nonalpha_abrev,,,
826,visibility),56.0,0,neg_nonalpha_abrev,,,
827,high),56.0,0,neg_nonalpha_abrev,,,
828,fire/rescue,56.0,0,neg_nonalpha_abrev,,,
830,star),56.0,0,neg_nonalpha_abrev,,,
831,plts),56.0,0,neg_nonalpha_abrev,,,
833,night),56.0,0,neg_nonalpha_abrev,,,
834,sit:,56.0,0,neg_nonalpha_abrev,,,
835,information:,56.0,0,neg_nonalpha_abrev,,,
836,om),56.0,0,neg_nonalpha_abrev,,,
837,'green,55.0,0,neg_nonalpha_abrev,,,
838,again),55.0,0,neg_nonalpha_abrev,,,
839,fault',55.0,0,neg_nonalpha_abrev,,,
840,visual),55.0,0,neg_nonalpha_abrev,,,
841,kts',55.0,0,neg_nonalpha_abrev,,,
842,vector),55.0,0,neg_nonalpha_abrev,,,
844,'new',55.0,0,neg_nonalpha_abrev,,,
845,clrnc',55.0,0,neg_nonalpha_abrev,,,
847,busy),55.0,0,neg_nonalpha_abrev,,,
850,2',55.0,0,neg_nonalpha_abrev,,,
851,dscnt),55.0,0,neg_nonalpha_abrev,,,
852,time',55.0,0,neg_nonalpha_abrev,,,
853,read:,54.0,0,neg_nonalpha_abrev,,,
854,vfr',54.0,0,neg_nonalpha_abrev,,,
856,'x',54.0,0,neg_nonalpha_abrev,,,
857,'emer,54.0,0,neg_nonalpha_abrev,,,
858,unknown),54.0,0,neg_nonalpha_abrev,,,
859,coplt),54.0,0,neg_nonalpha_abrev,,,
862,pilot),54.0,0,neg_nonalpha_abrev,,,
865,it?,54.0,0,neg_nonalpha_abrev,,,
866,3300',53.0,0,neg_nonalpha_abrev,,,
867,said:,53.0,0,neg_nonalpha_abrev,,,
869,'standby,53.0,0,neg_nonalpha_abrev,,,
870,'flight,53.0,0,neg_nonalpha_abrev,,,
871,lcl),53.0,0,neg_nonalpha_abrev,,,
872,mode),53.0,0,neg_nonalpha_abrev,,,
874,transition),53.0,0,neg_nonalpha_abrev,,,
875,light',53.0,0,neg_nonalpha_abrev,,,
876,me',53.0,0,neg_nonalpha_abrev,,,
877,c/a,53.0,0,neg_nonalpha_abrev,,,
878,comments:,53.0,0,neg_nonalpha_abrev,,,
879,example:,53.0,0,neg_nonalpha_abrev,,,
880,flap/slat,52.0,0,neg_nonalpha_abrev,,,
883,fms),52.0,0,neg_nonalpha_abrev,,,
886,cockpit),52.0,0,neg_nonalpha_abrev,,,
887,tca),52.0,0,neg_nonalpha_abrev,,,
888,line),52.0,0,neg_nonalpha_abrev,,,
889,[maintenance,52.0,0,neg_nonalpha_abrev,,,
890,flight),52.0,0,neg_nonalpha_abrev,,,
891,now),52.0,0,neg_nonalpha_abrev,,,
892,'to',52.0,0,neg_nonalpha_abrev,,,
894,'look,52.0,0,neg_nonalpha_abrev,,,
895,eng),52.0,0,neg_nonalpha_abrev,,,
896,'whoop,51.0,0,neg_nonalpha_abrev,,,
902,'back,51.0,0,neg_nonalpha_abrev,,,
903,miles),51.0,0,neg_nonalpha_abrev,,,
904,'over,51.0,0,neg_nonalpha_abrev,,,
908,departure',51.0,0,neg_nonalpha_abrev,,,
909,dunk',50.0,0,neg_nonalpha_abrev,,,
910,bank),50.0,0,neg_nonalpha_abrev,,,
911,'watch,50.0,0,neg_nonalpha_abrev,,,
915,case),50.0,0,neg_nonalpha_abrev,,,
916,'atc,50.0,0,neg_nonalpha_abrev,,,
917,fuel),50.0,0,neg_nonalpha_abrev,,,
919,miss',50.0,0,neg_nonalpha_abrev,,,
920,[advise,50.0,0,neg_nonalpha_abrev,,,
921,observations:,50.0,0,neg_nonalpha_abrev,,,
924,'landing,50.0,0,neg_nonalpha_abrev,,,
925,position),50.0,0,neg_nonalpha_abrev,,,
926,to],50.0,0,neg_nonalpha_abrev,,,
928,recurrence:,50.0,0,neg_nonalpha_abrev,,,
929,summary:,50.0,0,neg_nonalpha_abrev,,,
930,'leaving,50.0,0,neg_nonalpha_abrev,,,
931,low',50.0,0,neg_nonalpha_abrev,,,
933,company),50.0,0,neg_nonalpha_abrev,,,
934,'our,50.0,0,neg_nonalpha_abrev,,,
937,'g',49.0,0,neg_nonalpha_abrev,,,
938,'d',49.0,0,neg_nonalpha_abrev,,,
939,line:,49.0,0,neg_nonalpha_abrev,,,
940,sys),49.0,0,neg_nonalpha_abrev,,,
943,[and,49.0,0,neg_nonalpha_abrev,,,
946,clouds),49.0,0,neg_nonalpha_abrev,,,
948,4300',48.0,0,neg_nonalpha_abrev,,,
949,ft?,48.0,0,neg_nonalpha_abrev,,,
950,loc/gs,48.0,0,neg_nonalpha_abrev,,,
951,advisory),48.0,0,neg_nonalpha_abrev,,,
952,'hyd,48.0,0,neg_nonalpha_abrev,,,
955,use),48.0,0,neg_nonalpha_abrev,,,
956,right),48.0,0,neg_nonalpha_abrev,,,
957,select',48.0,0,neg_nonalpha_abrev,,,
958,'standby',48.0,0,neg_nonalpha_abrev,,,
959,solutions:,48.0,0,neg_nonalpha_abrev,,,
962,'take,48.0,0,neg_nonalpha_abrev,,,
964,direction),48.0,0,neg_nonalpha_abrev,,,
966,jet),48.0,0,neg_nonalpha_abrev,,,
967,'visual',47.0,0,neg_nonalpha_abrev,,,
969,question:,47.0,0,neg_nonalpha_abrev,,,
972,[at,47.0,0,neg_nonalpha_abrev,,,
973,required),47.0,0,neg_nonalpha_abrev,,,
977,'lost,47.0,0,neg_nonalpha_abrev,,,
978,'bank,47.0,0,neg_nonalpha_abrev,,,
980,'rpt,47.0,0,neg_nonalpha_abrev,,,
981,airport),47.0,0,neg_nonalpha_abrev,,,
984,'negative',47.0,0,neg_nonalpha_abrev,,,
985,left),47.0,0,neg_nonalpha_abrev,,,
986,pwr),47.0,0,neg_nonalpha_abrev,,,
987,do),47.0,0,neg_nonalpha_abrev,,,
989,area',47.0,0,neg_nonalpha_abrev,,,
990,'engine,47.0,0,neg_nonalpha_abrev,,,
991,you',47.0,0,neg_nonalpha_abrev,,,
992,cockpit',46.0,0,neg_nonalpha_abrev,,,
994,light),46.0,0,neg_nonalpha_abrev,,,
996,loc/dme,46.0,0,neg_nonalpha_abrev,,,
997,deg',46.0,0,neg_nonalpha_abrev,,,
998,'hey,46.0,0,neg_nonalpha_abrev,,,
999,rnav),46.0,0,neg_nonalpha_abrev,,,
1001,'12,46.0,0,neg_nonalpha_abrev,,,
1003,him),46.0,0,neg_nonalpha_abrev,,,
1004,'red,46.0,0,neg_nonalpha_abrev,,,
1005,4800',46.0,0,neg_nonalpha_abrev,,,
1006,smoke',46.0,0,neg_nonalpha_abrev,,,
1007,this?,46.0,0,neg_nonalpha_abrev,,,
1010,arrival),46.0,0,neg_nonalpha_abrev,,,
1014,'n',45.0,0,neg_nonalpha_abrev,,,
1015,'normal,45.0,0,neg_nonalpha_abrev,,,
1017,'set,45.0,0,neg_nonalpha_abrev,,,
1018,3700',45.0,0,neg_nonalpha_abrev,,,
1019,'affirmative',45.0,0,neg_nonalpha_abrev,,,
1020,departure),45.0,0,neg_nonalpha_abrev,,,
1021,10),45.0,0,neg_nonalpha_abrev,,,
1022,alert),45.0,0,neg_nonalpha_abrev,,,
1024,4400',45.0,0,neg_nonalpha_abrev,,,
1025,time:,45.0,0,neg_nonalpha_abrev,,,
1026,runway],45.0,0,neg_nonalpha_abrev,,,
1027,'nav',45.0,0,neg_nonalpha_abrev,,,
1028,[this,45.0,0,neg_nonalpha_abrev,,,
1029,wx),45.0,0,neg_nonalpha_abrev,,,
1031,acft',44.0,0,neg_nonalpha_abrev,,,
1034,'land,44.0,0,neg_nonalpha_abrev,,,
1036,apch?,44.0,0,neg_nonalpha_abrev,,,
1038,procs),44.0,0,neg_nonalpha_abrev,,,
1040,'altitude,44.0,0,neg_nonalpha_abrev,,,
1041,dfw),44.0,0,neg_nonalpha_abrev,,,
1042,transition',44.0,0,neg_nonalpha_abrev,,,
1043,radios),44.0,0,neg_nonalpha_abrev,,,
1044,conditions:,44.0,0,neg_nonalpha_abrev,,,
1046,'be,44.0,0,neg_nonalpha_abrev,,,
1048,'flap,44.0,0,neg_nonalpha_abrev,,,
1050,downwind),44.0,0,neg_nonalpha_abrev,,,
1052,'ra,43.0,0,neg_nonalpha_abrev,,,
1054,runway),43.0,0,neg_nonalpha_abrev,,,
1055,teb),43.0,0,neg_nonalpha_abrev,,,
1056,inop',43.0,0,neg_nonalpha_abrev,,,
1057,5800',43.0,0,neg_nonalpha_abrev,,,
1059,'trailing,43.0,0,neg_nonalpha_abrev,,,
1060,f),43.0,0,neg_nonalpha_abrev,,,
1062,avoid',43.0,0,neg_nonalpha_abrev,,,
1064,attendants),43.0,0,neg_nonalpha_abrev,,,
1065,error),43.0,0,neg_nonalpha_abrev,,,
1067,'air,43.0,0,neg_nonalpha_abrev,,,
1071,carrier],43.0,0,neg_nonalpha_abrev,,,
1074,indicator),43.0,0,neg_nonalpha_abrev,,,
1075,'prepare,43.0,0,neg_nonalpha_abrev,,,
1076,him/her,43.0,0,neg_nonalpha_abrev,,,
1078,'passing,43.0,0,neg_nonalpha_abrev,,,
1079,ils/dme,43.0,0,neg_nonalpha_abrev,,,
1080,[my,43.0,0,neg_nonalpha_abrev,,,
1081,angle',43.0,0,neg_nonalpha_abrev,,,
1082,b737),42.0,0,neg_nonalpha_abrev,,,
1083,mlg),42.0,0,neg_nonalpha_abrev,,,
1085,gear',42.0,0,neg_nonalpha_abrev,,,
1086,airspace',42.0,0,neg_nonalpha_abrev,,,
1088,conclusions:,42.0,0,neg_nonalpha_abrev,,,
1090,plt:,42.0,0,neg_nonalpha_abrev,,,
1092,'hot,42.0,0,neg_nonalpha_abrev,,,
1093,min),42.0,0,neg_nonalpha_abrev,,,
1095,back),42.0,0,neg_nonalpha_abrev,,,
1096,plt/ctlr,42.0,0,neg_nonalpha_abrev,,,
1097,unit),42.0,0,neg_nonalpha_abrev,,,
1098,why?,42.0,0,neg_nonalpha_abrev,,,
1100,incident),42.0,0,neg_nonalpha_abrev,,,
1102,door',42.0,0,neg_nonalpha_abrev,,,
1103,things:,42.0,0,neg_nonalpha_abrev,,,
1104,'dep,42.0,0,neg_nonalpha_abrev,,,
1105,11500',42.0,0,neg_nonalpha_abrev,,,
1106,happened:,42.0,0,neg_nonalpha_abrev,,,
1107,'hot',42.0,0,neg_nonalpha_abrev,,,
1109,'possible,42.0,0,neg_nonalpha_abrev,,,
1110,'up,42.0,0,neg_nonalpha_abrev,,,
1111,separation),42.0,0,neg_nonalpha_abrev,,,
1113,pilot],41.0,0,neg_nonalpha_abrev,,,
1115,top',41.0,0,neg_nonalpha_abrev,,,
1116,'cancel,41.0,0,neg_nonalpha_abrev,,,
1119,experience),41.0,0,neg_nonalpha_abrev,,,
1121,3400',41.0,0,neg_nonalpha_abrev,,,
1122,green),41.0,0,neg_nonalpha_abrev,,,
1123,[on,41.0,0,neg_nonalpha_abrev,,,
1125,alternate],41.0,0,neg_nonalpha_abrev,,,
1126,n/s,41.0,0,neg_nonalpha_abrev,,,
1128,'big,41.0,0,neg_nonalpha_abrev,,,
1129,before),41.0,0,neg_nonalpha_abrev,,,
1130,'xxx,41.0,0,neg_nonalpha_abrev,,,
1131,prob',40.0,0,neg_nonalpha_abrev,,,
1133,call),40.0,0,neg_nonalpha_abrev,,,
1134,'both',40.0,0,neg_nonalpha_abrev,,,
1136,4200',40.0,0,neg_nonalpha_abrev,,,
1137,'speed,40.0,0,neg_nonalpha_abrev,,,
1138,situation:,40.0,0,neg_nonalpha_abrev,,,
1140,lda/dme,40.0,0,neg_nonalpha_abrev,,,
1141,contact),40.0,0,neg_nonalpha_abrev,,,
1142,close',40.0,0,neg_nonalpha_abrev,,,
1143,zzz),40.0,0,neg_nonalpha_abrev,,,
1144,15),40.0,0,neg_nonalpha_abrev,,,
1145,vor/ils,40.0,0,neg_nonalpha_abrev,,,
1146,minimums),40.0,0,neg_nonalpha_abrev,,,
1147,situation],40.0,0,neg_nonalpha_abrev,,,
1149,plan),40.0,0,neg_nonalpha_abrev,,,
1151,arr',40.0,0,neg_nonalpha_abrev,,,
1153,lessons:,40.0,0,neg_nonalpha_abrev,,,
1154,high',40.0,0,neg_nonalpha_abrev,,,
1155,'with,39.0,0,neg_nonalpha_abrev,,,
1156,'missed,39.0,0,neg_nonalpha_abrev,,,
1158,'traffic',39.0,0,neg_nonalpha_abrev,,,
1159,dep/arr,39.0,0,neg_nonalpha_abrev,,,
1162,x:,39.0,0,neg_nonalpha_abrev,,,
1163,tkof',39.0,0,neg_nonalpha_abrev,,,
1169,prob?,39.0,0,neg_nonalpha_abrev,,,
1170,level),39.0,0,neg_nonalpha_abrev,,,
1171,loop',39.0,0,neg_nonalpha_abrev,,,
1173,airplane),39.0,0,neg_nonalpha_abrev,,,
1174,12500',39.0,0,neg_nonalpha_abrev,,,
1178,immediately',39.0,0,neg_nonalpha_abrev,,,
1179,nav',39.0,0,neg_nonalpha_abrev,,,
1180,given),39.0,0,neg_nonalpha_abrev,,,
1181,'positive,38.0,0,neg_nonalpha_abrev,,,
1182,occurred:,38.0,0,neg_nonalpha_abrev,,,
1183,250',38.0,0,neg_nonalpha_abrev,,,
1184,warning),38.0,0,neg_nonalpha_abrev,,,
1185,plate),38.0,0,neg_nonalpha_abrev,,,
1186,flight],38.0,0,neg_nonalpha_abrev,,,
1187,fa),38.0,0,neg_nonalpha_abrev,,,
1188,2900',38.0,0,neg_nonalpha_abrev,,,
1189,the],38.0,0,neg_nonalpha_abrev,,,
1190,'climbing,38.0,0,neg_nonalpha_abrev,,,
1191,of),38.0,0,neg_nonalpha_abrev,,,
1192,control),38.0,0,neg_nonalpha_abrev,,,
1193,plane),38.0,0,neg_nonalpha_abrev,,,
1194,remember),38.0,0,neg_nonalpha_abrev,,,
1196,air),38.0,0,neg_nonalpha_abrev,,,
1197,by:,38.0,0,neg_nonalpha_abrev,,,
1198,l/r,38.0,0,neg_nonalpha_abrev,,,
1200,'immediate,38.0,0,neg_nonalpha_abrev,,,
1201,traffic),38.0,0,neg_nonalpha_abrev,,,
1202,[air,38.0,0,neg_nonalpha_abrev,,,
1203,'down,38.0,0,neg_nonalpha_abrev,,,
1204,prob),38.0,0,neg_nonalpha_abrev,,,
1205,to/from,38.0,0,neg_nonalpha_abrev,,,
1208,supvr),37.0,0,neg_nonalpha_abrev,,,
1209,latitude/longitude,37.0,0,neg_nonalpha_abrev,,,
1210,wx:,37.0,0,neg_nonalpha_abrev,,,
1211,'descend',37.0,0,neg_nonalpha_abrev,,,
1214,dep:,37.0,0,neg_nonalpha_abrev,,,
1215,'have,37.0,0,neg_nonalpha_abrev,,,
1216,'ident,37.0,0,neg_nonalpha_abrev,,,
1217,'depart,37.0,0,neg_nonalpha_abrev,,,
1218,warning',37.0,0,neg_nonalpha_abrev,,,
1220,'loc,37.0,0,neg_nonalpha_abrev,,,
1222,voice),37.0,0,neg_nonalpha_abrev,,,
1223,'ok',37.0,0,neg_nonalpha_abrev,,,
1224,if),37.0,0,neg_nonalpha_abrev,,,
1225,pressure',37.0,0,neg_nonalpha_abrev,,,
1226,chklist',37.0,0,neg_nonalpha_abrev,,,
1227,range),37.0,0,neg_nonalpha_abrev,,,
1228,[company,37.0,0,neg_nonalpha_abrev,,,
1230,sma),37.0,0,neg_nonalpha_abrev,,,
1233,24),37.0,0,neg_nonalpha_abrev,,,
1235,'auto,37.0,0,neg_nonalpha_abrev,,,
1236,mi',37.0,0,neg_nonalpha_abrev,,,
1237,'sink,37.0,0,neg_nonalpha_abrev,,,
1238,'emer',37.0,0,neg_nonalpha_abrev,,,
1239,intercept),37.0,0,neg_nonalpha_abrev,,,
1240,f/as,36.0,0,neg_nonalpha_abrev,,,
1241,'an,36.0,0,neg_nonalpha_abrev,,,
1242,'can,36.0,0,neg_nonalpha_abrev,,,
1245,map),36.0,0,neg_nonalpha_abrev,,,
1246,'r',36.0,0,neg_nonalpha_abrev,,,
1247,'10000,36.0,0,neg_nonalpha_abrev,,,
1249,com),36.0,0,neg_nonalpha_abrev,,,
1250,'apch',36.0,0,neg_nonalpha_abrev,,,
1251,final',36.0,0,neg_nonalpha_abrev,,,
1253,ifr/vfr,36.0,0,neg_nonalpha_abrev,,,
1254,handling],36.0,0,neg_nonalpha_abrev,,,
1256,chklist),36.0,0,neg_nonalpha_abrev,,,
1257,arpt',36.0,0,neg_nonalpha_abrev,,,
1258,'turning,36.0,0,neg_nonalpha_abrev,,,
1259,pattern),36.0,0,neg_nonalpha_abrev,,,
1260,ord),36.0,0,neg_nonalpha_abrev,,,
1262,sure),36.0,0,neg_nonalpha_abrev,,,
1263,terrain),36.0,0,neg_nonalpha_abrev,,,
1264,'readback,36.0,0,neg_nonalpha_abrev,,,
1266,sic),36.0,0,neg_nonalpha_abrev,,,
1267,ots),36.0,0,neg_nonalpha_abrev,,,
1269,vfr/ifr,36.0,0,neg_nonalpha_abrev,,,
1270,'field,36.0,0,neg_nonalpha_abrev,,,
1271,that:,36.0,0,neg_nonalpha_abrev,,,
1272,turb),36.0,0,neg_nonalpha_abrev,,,
1274,number),36.0,0,neg_nonalpha_abrev,,,
1275,'were,35.0,0,neg_nonalpha_abrev,,,
1276,'sir,35.0,0,neg_nonalpha_abrev,,,
1277,less),35.0,0,neg_nonalpha_abrev,,,
1278,3',35.0,0,neg_nonalpha_abrev,,,
1281,autoplt/flt,35.0,0,neg_nonalpha_abrev,,,
1282,estimated),35.0,0,neg_nonalpha_abrev,,,
1283,sop),35.0,0,neg_nonalpha_abrev,,,
1286,system],35.0,0,neg_nonalpha_abrev,,,
1287,[in,35.0,0,neg_nonalpha_abrev,,,
1291,training),35.0,0,neg_nonalpha_abrev,,,
1292,heading',35.0,0,neg_nonalpha_abrev,,,
1293,sfo),35.0,0,neg_nonalpha_abrev,,,
1294,xponder),35.0,0,neg_nonalpha_abrev,,,
1295,'3000,35.0,0,neg_nonalpha_abrev,,,
1296,one',35.0,0,neg_nonalpha_abrev,,,
1298,setting),35.0,0,neg_nonalpha_abrev,,,
1299,'special,35.0,0,neg_nonalpha_abrev,,,
1300,instructor),35.0,0,neg_nonalpha_abrev,,,
1301,do?,35.0,0,neg_nonalpha_abrev,,,
1302,vectors),35.0,0,neg_nonalpha_abrev,,,
1303,'twr,35.0,0,neg_nonalpha_abrev,,,
1307,disagreement',35.0,0,neg_nonalpha_abrev,,,
1308,inbound),34.0,0,neg_nonalpha_abrev,,,
1313,data),34.0,0,neg_nonalpha_abrev,,,
1315,f/d,34.0,0,neg_nonalpha_abrev,,,
1318,05),34.0,0,neg_nonalpha_abrev,,,
1320,pdc),34.0,0,neg_nonalpha_abrev,,,
1321,speed),34.0,0,neg_nonalpha_abrev,,,
1323,e/w,34.0,0,neg_nonalpha_abrev,,,
1324,filed),34.0,0,neg_nonalpha_abrev,,,
1326,a/i,34.0,0,neg_nonalpha_abrev,,,
1327,visually),34.0,0,neg_nonalpha_abrev,,,
1328,'non,34.0,0,neg_nonalpha_abrev,,,
1330,problem',34.0,0,neg_nonalpha_abrev,,,
1332,inop),34.0,0,neg_nonalpha_abrev,,,
1333,'could,34.0,0,neg_nonalpha_abrev,,,
1334,'fix',34.0,0,neg_nonalpha_abrev,,,
1335,arrival',34.0,0,neg_nonalpha_abrev,,,
1336,by',34.0,0,neg_nonalpha_abrev,,,
1337,6300',34.0,0,neg_nonalpha_abrev,,,
1339,ahead),34.0,0,neg_nonalpha_abrev,,,
1340,'taxi,34.0,0,neg_nonalpha_abrev,,,
1342,'final,34.0,0,neg_nonalpha_abrev,,,
1344,see),34.0,0,neg_nonalpha_abrev,,,
1346,mistake),34.0,0,neg_nonalpha_abrev,,,
1348,well),34.0,0,neg_nonalpha_abrev,,,
1349,around),34.0,0,neg_nonalpha_abrev,,,
1352,iad),33.0,0,neg_nonalpha_abrev,,,
1353,as:,33.0,0,neg_nonalpha_abrev,,,
1354,5200',33.0,0,neg_nonalpha_abrev,,,
1355,us?,33.0,0,neg_nonalpha_abrev,,,
1356,recall),33.0,0,neg_nonalpha_abrev,,,
1357,'approach,33.0,0,neg_nonalpha_abrev,,,
1358,autopilot),33.0,0,neg_nonalpha_abrev,,,
1361,smoke/fire,33.0,0,neg_nonalpha_abrev,,,
1362,'new,33.0,0,neg_nonalpha_abrev,,,
1363,center),33.0,0,neg_nonalpha_abrev,,,
1365,150',33.0,0,neg_nonalpha_abrev,,,
1366,[military,33.0,0,neg_nonalpha_abrev,,,
1367,65),33.0,0,neg_nonalpha_abrev,,,
1368,restriction),33.0,0,neg_nonalpha_abrev,,,
1369,apch/twr,33.0,0,neg_nonalpha_abrev,,,
1370,'le,33.0,0,neg_nonalpha_abrev,,,
1372,mode',33.0,0,neg_nonalpha_abrev,,,
1373,reply:,33.0,0,neg_nonalpha_abrev,,,
1375,air/gnd,33.0,0,neg_nonalpha_abrev,,,
1376,only',33.0,0,neg_nonalpha_abrev,,,
1377,27),33.0,0,neg_nonalpha_abrev,,,
1378,25l),33.0,0,neg_nonalpha_abrev,,,
1381,apchs),33.0,0,neg_nonalpha_abrev,,,
1382,'will,33.0,0,neg_nonalpha_abrev,,,
1383,failure),33.0,0,neg_nonalpha_abrev,,,
1384,vectors',33.0,0,neg_nonalpha_abrev,,,
1385,'l',33.0,0,neg_nonalpha_abrev,,,
1386,on/off,33.0,0,neg_nonalpha_abrev,,,
1387,'5000,33.0,0,neg_nonalpha_abrev,,,
1388,that),33.0,0,neg_nonalpha_abrev,,,
1390,computer),33.0,0,neg_nonalpha_abrev,,,
1392,errors:,32.0,0,neg_nonalpha_abrev,,,
1393,clearance:,32.0,0,neg_nonalpha_abrev,,,
1394,4700',32.0,0,neg_nonalpha_abrev,,,
1396,airspace?,32.0,0,neg_nonalpha_abrev,,,
1399,loc',32.0,0,neg_nonalpha_abrev,,,
1400,'hard,32.0,0,neg_nonalpha_abrev,,,
1401,'dscnt,32.0,0,neg_nonalpha_abrev,,,
1402,4',32.0,0,neg_nonalpha_abrev,,,
1403,problem:,32.0,0,neg_nonalpha_abrev,,,
1405,time?,32.0,0,neg_nonalpha_abrev,,,
1406,5',32.0,0,neg_nonalpha_abrev,,,
1407,'tail,32.0,0,neg_nonalpha_abrev,,,
1408,'5,32.0,0,neg_nonalpha_abrev,,,
1409,line',32.0,0,neg_nonalpha_abrev,,,
1410,20',32.0,0,neg_nonalpha_abrev,,,
1411,below',32.0,0,neg_nonalpha_abrev,,,
1413,'dsnding,32.0,0,neg_nonalpha_abrev,,,
1414,of:,32.0,0,neg_nonalpha_abrev,,,
1415,'full,32.0,0,neg_nonalpha_abrev,,,
1416,[first,32.0,0,neg_nonalpha_abrev,,,
1417,happen?,32.0,0,neg_nonalpha_abrev,,,
1418,distance),32.0,0,neg_nonalpha_abrev,,,
1419,'nose,32.0,0,neg_nonalpha_abrev,,,
1421,b',32.0,0,neg_nonalpha_abrev,,,
1424,hold),32.0,0,neg_nonalpha_abrev,,,
1426,descend',32.0,0,neg_nonalpha_abrev,,,
1427,manual),32.0,0,neg_nonalpha_abrev,,,
1428,included:,32.0,0,neg_nonalpha_abrev,,,
1429,nw),32.0,0,neg_nonalpha_abrev,,,
1430,27r),32.0,0,neg_nonalpha_abrev,,,
1432,again',32.0,0,neg_nonalpha_abrev,,,
1433,phone),31.0,0,neg_nonalpha_abrev,,,
1435,there',31.0,0,neg_nonalpha_abrev,,,
1436,yrs),31.0,0,neg_nonalpha_abrev,,,
1438,twr',31.0,0,neg_nonalpha_abrev,,,
1439,aircraft',31.0,0,neg_nonalpha_abrev,,,
1440,ctlrs',31.0,0,neg_nonalpha_abrev,,,
1442,discretion',31.0,0,neg_nonalpha_abrev,,,
1445,that',31.0,0,neg_nonalpha_abrev,,,
1448,'bleed,31.0,0,neg_nonalpha_abrev,,,
1450,nav),31.0,0,neg_nonalpha_abrev,,,
1451,rte',31.0,0,neg_nonalpha_abrev,,,
1452,fmc),31.0,0,neg_nonalpha_abrev,,,
1453,flm),31.0,0,neg_nonalpha_abrev,,,
1455,'250,31.0,0,neg_nonalpha_abrev,,,
1456,controller),31.0,0,neg_nonalpha_abrev,,,
1458,attendant),31.0,0,neg_nonalpha_abrev,,,
1460,code),31.0,0,neg_nonalpha_abrev,,,
1462,alt?,31.0,0,neg_nonalpha_abrev,,,
1463,'vfr',31.0,0,neg_nonalpha_abrev,,,
1464,back',31.0,0,neg_nonalpha_abrev,,,
1466,effect),31.0,0,neg_nonalpha_abrev,,,
1467,dsnding),31.0,0,neg_nonalpha_abrev,,,
1468,'climb',31.0,0,neg_nonalpha_abrev,,,
1469,'thank,31.0,0,neg_nonalpha_abrev,,,
1470,him',31.0,0,neg_nonalpha_abrev,,,
1472,this),31.0,0,neg_nonalpha_abrev,,,
1474,qrh),31.0,0,neg_nonalpha_abrev,,,
1475,'freq,31.0,0,neg_nonalpha_abrev,,,
1476,be:,31.0,0,neg_nonalpha_abrev,,,
1477,'hdg',31.0,0,neg_nonalpha_abrev,,,
1478,'tcasii,30.0,0,neg_nonalpha_abrev,,,
1479,24r),30.0,0,neg_nonalpha_abrev,,,
1480,b757),30.0,0,neg_nonalpha_abrev,,,
1481,socal),30.0,0,neg_nonalpha_abrev,,,
1482,dsnd),30.0,0,neg_nonalpha_abrev,,,
1483,engaged),30.0,0,neg_nonalpha_abrev,,,
1484,r',30.0,0,neg_nonalpha_abrev,,,
1486,tca',30.0,0,neg_nonalpha_abrev,,,
1489,ioe),30.0,0,neg_nonalpha_abrev,,,
1490,wing),30.0,0,neg_nonalpha_abrev,,,
1491,5300',30.0,0,neg_nonalpha_abrev,,,
1492,ctr),30.0,0,neg_nonalpha_abrev,,,
1493,slat/flap,30.0,0,neg_nonalpha_abrev,,,
1494,'disregard,30.0,0,neg_nonalpha_abrev,,,
1495,smo),30.0,0,neg_nonalpha_abrev,,,
1498,7200',30.0,0,neg_nonalpha_abrev,,,
1499,'descending,30.0,0,neg_nonalpha_abrev,,,
1500,4600',30.0,0,neg_nonalpha_abrev,,,
1501,'vert,30.0,0,neg_nonalpha_abrev,,,
1502,1200),30.0,0,neg_nonalpha_abrev,,,
1505,'2000,30.0,0,neg_nonalpha_abrev,,,
1507,'xt,30.0,0,neg_nonalpha_abrev,,,
1509,6200',30.0,0,neg_nonalpha_abrev,,,
1511,25),30.0,0,neg_nonalpha_abrev,,,
1514,airplane',30.0,0,neg_nonalpha_abrev,,,
1515,'adjust,30.0,0,neg_nonalpha_abrev,,,
1516,clbing),30.0,0,neg_nonalpha_abrev,,,
1517,'s,30.0,0,neg_nonalpha_abrev,,,
1518,pfd),29.0,0,neg_nonalpha_abrev,,,
1519,knots),29.0,0,neg_nonalpha_abrev,,,
