eventairport,Freq
MOTT MUNI,2
MOULTONBORO,9
MOULTRIE MUNI,6
MOUNDRIDGE MUNI,1
MOUNT AIRY/SURRY COUNTY,4
MOUNT CARMEL MUNI,2
MOUNT COMFORT MUNI,3
MOUNT HAWLEY AUXILIARY,12
MOUNT MORRIS MUNI,1
MOUNT OLIVE MUNI,3
MOUNT PLEASANT,6
MOUNT PLEASANT MUNI,15
MOUNT PLEASANT RGNL,3
MOUNT PLEASANT/SCOTTDALE,4
MOUNT ROYAL,1
MOUNT SNOW,4
MOUNT STERLING MUNI,3
MOUNT STERLING-MONTGOMERY COUNTY,6
MOUNT VERNON,12
MOUNT VERNON MUNI,3
MOUNT WASHINGTON RGNL,8
MOUNTAIN AIR,4
MOUNTAIN AIR PARK,1
MOUNTAIN EMPIRE,11
MOUNTAIN HOME AFB,6
MOUNTAIN HOME MUNI,4
MOUNTAIN TOP,3
MOUNTAIN VIEW,1
MOUNTAIN VIEW FIELD,1
MOUNTAIN VIEW WILCOX MEMORIAL FIELD,3
MOUNTAIN VILLAG MUNI,1
MOUNTAIN VILLAGE,4
MT PLASANT MUNI,1
MT PLEASANT RGNL-FAISON FIELD,11
MT VIEW,1
MUELLER FARM,1
MUIR AAF (FORT INDIANTOWN GAP),2
MUKONJE MUNI,1
MULESHOE MUNI,1
MULINO STATE,12
MUNCIE MUNI,1
MUNDAY MUNI,1
MUNDAY MUNICIPAL,1
MUNI INTL,1
MUNI OFFICE BLDG,15
MUNICIPAL,5
MURDO MUNI,1
MURFREESBORO MUNI,25
MURPHY,4
MURRAY,1
MURRAY FIELD,10
MUSCATINE MUNI,8
MUSCLE SHOALS MUNI,4
MUSKEGON COUNTY,32
MUSKEGON MUNI,1
MUSTANG BEACH,10
MUSTANG ISLAND,1
MYERS,3
MYRICK,2
MYRICKS,2
MYRTLE BEACH INTL,32
MYRTLE CREEK MUNI,1
NADI MUNI,1
NAKED LADY RANCH,1
NAKNEK,8
NAKNEK MUNI,1
NAMPA MUNI,15
NANCY LAKE,1
NANTUCKET MEMORIAL,62
NANTUCKET MUNI,2
NANWALEK,2
NAPA COUNTY,57
NAPA MUNI,1
NAPAKIAK,1
NAPASKIAK,3
NAPER AERO CLUB,5
NAPLES MUNI,82
NAPOLEON,3
NARITA INTL,6
NASH FIELD INDIANOLA,2
NASHVILLE INTL,184
NASHVILLE MUNI,1
NASSAU,2
NASSAU INTL,5
NASSAU MUNI,1
NATCHITOCHES RGNL,5
NATIONAL,9
NATOMAS,3
NAVAJO LAKE,1
NAVARRO,1
NAVASOTA MUNI,2
NAYLOR,1
NEBRASKA CITY MUNI,4
NECEDAH,3
NEEB,1
NEEDLES,11
NEEDLES MUNI,3
NEGRITO AIRSTRIP,1
NEHALEM BAY STATE,3
NEIL ARMSTRONG,4
NEILLSVILLE MUNI,3
NELIGH MUNI,1
NELLIS AFB,6
NELSON,2
NEMACOLIN,6
NENANA MUNI,8
NENO INTL,1
NEODESHA MUNI,1
NEOSHO HUGH ROBINSON,22
NEPHI MUNI,3
NERVINO,8
NESS CITY MUNI,1
NEVADA COUNTY AIR PARK,16
NEVADA COUNTY AIRPARK,1
NEVADA MUNI,5
NEVADA RGNL MEDICAL CENTER,1
NEW ALBANY-UNION CO,3
NEW BEDFORD MUNI,10
NEW BEDFORD RGNL,40
NEW BRAUNFELS MUNI,38
NEW CARLISLE MUNI,2
NEW CASTLE,63
NEW CASTLE INTL,2
NEW CASTLE MUNI,21
NEW CASTLE-HENRY CO MUNI,4
NEW CENTURY AIRCENTER,62
NEW COALINGA MUNI,6
NEW CUYAMA,1
NEW GARDEN,12
NEW GULF,2
NEW HAVEN MUNI,2
NEW HIBISCUS AIRPARK,2
NEW HOLSTEIN MUNI,2
NEW HUDSON MUNI,4
NEW JERUSALEM,7
NEW KENT COUNTY,9
NEW KOLIGANEK MUNI,1
NEW LONDON,6
NEW MARKET,4
NEW MEADOWS,2
NEW ORLEANS INTL,48
NEW ORLEANS NAS JRB/ALVIN CALLENDER FIELD/,2
NEW RICHMOND RGNL,10
NEW RIVER GORGE,3
NEW RIVER VALLEY,8
NEW SMYRNA BEAC MUNI,5
NEW SMYRNA BEACH MUNI,42
NEW STUYAHOK,2
NEW TOKYO INTL,1
NEW TOWN MUNI,1
NEW ULM MUNI,3
NEW YORK CITY INTL,1
NEW YORK INTL,1
NEW YORK MILLS MUNI,1
NEW YORK SKYPORTS INC,1
NEWARD INTL,2
NEWARK LIBERTY INTL,338
NEWARK MUNI,12
NEWARK-HEATH,17
NEWBEDFORD MUNI,1
NEWBERRY COUNTY,2
NEWBERRY MUNI,1
NEWBURY,1
NEWBURYPORT MUNI,1
NEWFOUND VALLEY,1
NEWNAN COWETA COUNTY,8
NEWPORT MUNI,14
NEWPORT NEWS/WILLIAMSBURG INTL,58
NEWPORT STATE,29
NEWTOK,1
NEWTOK MUNI,1
NEWTON,3
NEWTON FIELD,1
NEWTON MUNI,11
NEWTON-CITY-COUNTY,13
NEZ PERCE MUNI,7
NIAGARA FALLS INTL,37
NIAGARA FALLS MUNI,2
NIAGRA FALLS INTL,1
NICHOLS,1
NICK'S FLYING SERVICE INC,1
NIGHTMUTE,3
NIKOLAI CREEK,4
NINILCHIK MUNI,1
NIXON FORK MINE,1
NOAHS ARK,1
NOATAK,1
NOBLE COUNTY,1
NOBLESVILLE,2
NOELKE RANCH,1
NOGALES INTL,13
NOGALES MUNI,1
NOME,33
NOME CITY FIELD,6
NONDALTON,5
NORDHEIM FLYING K AIRPARK,2
NORFOLK INTL,100
NORFOLK MUNI,5
NORFOLK NS (CHAMBERS FLD),4
NORFOLK RGNL/KARL STEFAN MEMORIAL FLD,21
NORMAN Y. MINETA SAN JOSE INTL,257
NORRIS,1
NORTH BEND MUNI,4
NORTH BIG HORN COUNTY,2
NORTH BUFFALO SUBURBAN,3
NORTH CEDAR,1
NORTH CENTRAL MISSOURI RGNL,2
NORTH CENTRAL STATE,33
NORTH CENTRAL WEST VIRGINIA,49
NORTH CUBS STRIP,1
NORTH ELEUTHRA MUNI,1
NORTH FLORIDA RGNL MEDICAL CENTER,1
NORTH HATFIELD MUNI,1
NORTH ISLAND NAS /HALSEY FIELD/,5
NORTH LAKELAND,2
NORTH LAS VEGAS,160
NORTH LAS VEGAS MUNI,3
NORTH LITTLE RO MUNI,2
NORTH LITTLE ROCK MUNI,17
NORTH OMAHA,6
NORTH PALM BEACH COUNTY GENERAL AVIATION,40
NORTH PERRY,126
NORTH PERRY MUNI,1
NORTH PICKENS,3
NORTH PLAINS,3
NORTH PLATTE RGNL AIRPORT LEE BIRD FIELD,45
NORTH RALEIGH,2
NORTH TEXAS RGNL/PERRIN FIELD,21
NORTH VERNON,1
NORTH WINDHAM,3
NORTHAMPTON,14
NORTHEAST ALABAMA RGNL,10
NORTHEAST FLORIDA RGNL,61
NORTHEAST OHIO RGNL,9
NORTHEAST PHILADELPHIA,62
NORTHEASTERN RGNL,7
NORTHERN AROOSTOOK RGNL,2
NORTHERN MAINE RGNL ARPT AT PRESQUE IS,12
NORTHFIELD MUNI,3
NORTHUMBERLAND COUNTY,7
NORTHWAY,12
NORTHWAY MUNI,2
NORTHWEST ALABAMA RGNL,35
NORTHWEST ARKANSAS RGNL,10
NORTHWEST FLORIDA BEACHES INTL,6
NORTHWEST MISSOURI RGNL,2
NORTHWEST RGNL,27
NORTHWOOD MUNI-VINCE FIELD,1
NORWALK-HURON COUNTY,3
NORWAY MUNI,2
NORWOOD MEMORIAL,63
NORWOOD MUNI,38
NOWATA MUNI,2
NUECES COUNTY,4
NUIQSUT,2
NUIQSUT MUNI,1
NULATO,2
NUT TREE,29
O'BRIEN FLYING SERVICE,1
O'CONNOR FIELD,1
O'HARA IAP,1
O'HARE,7
O'HARE IAP,2
O'HARE INTERNATIONAL,1
O'HARE INTERNATIONAL ARPT,1
O'HARE INTL,1
O'NEAL,2
OAK GROVE MCOLF,1
OAKDALE,7
OAKDALE MUNI,1
OAKES MUNI,5
OAKHILL AIRPARK,1
OAKLAND COUNTY INTL,172
OAKLAND MUNI,4
OAKLAND SOUTHWEST,10
OAKLAND/TROY,18
OAKLEAF,1
OAKLEY MUNI,2
OAKRIDGE STATE,2
OBANNON CREEK AERODROME,1
OBERLIN MUNI,1
OCALA INTL-JIM TAYLOR FIELD,49
OCALA MUNI,2
OCEAN CITY MUNI,43
OCEAN ISLE MUNI,1
OCEAN REEF CLUB,7
OCEAN RIDGE,2
OCEAN SHORES MUNI,2
OCEAN SPRINGS,5
OCEANA NAS /APOLLO SOUCEK FIELD/,1
OCEANO COUNTY,12
OCEANSIDE MUNI,31
OCONEE COUNTY RGNL,21
OCOTILLO,1
OCRACOKE ISLAND,3
OCRACOKE MUNI,1
ODELL WILLIAMSON MUNI,3
ODESSA MUNI,1
ODESSA-SCHLEMEYER FIELD,26
ODGEN MUNI,1
OELWEIN MUNI,3
OFFUTT AFB,7
OFU,1
OGDEN-HINCKLEY,71
OGDENSBURG INTL,1
OGLE COUNTY,1
OHARE INTERNATIONAL,2
OHIO STATE UNIVERSITY,59
OHIO UNIVERSITY SNYDER FIELD,22
OHKAY OWINGEH,1
OKEECHOBEE COUNTY,25
OKEECHOBEE MUNI,1
OKMULGEE MUNI,3
OKMULGEE RGNL,13
OKTIBBEHA,1
OLATHE MUNI,2
OLD BRIDGE,9
OLD FORGE MUNI,1
OLD HARBOR,1
OLD HARBOR MUNI,1
OLD ORCHARD AIRPARK,1
OLD RHINEBECK,1
OLIVE BRANCH,40
OLIVE BRANCH MUNI,3
OLNEY MUNI,9
OLNEY-NOBLE,3
OLSEN,1
OLSON,5
OLYMPIA,23
OLYMPIA RGNL,3
OMAHA MUNI,1
OMAK,5
OMAK MUNI,1
OMAR N BRADLEY,2
OMNI AIRPARK,1
OMNI MOUTON COVE,1
ONA AIRPARK,4
ONAWA MUNI,2
ONE OAK,1
ONEIDA COUNTY,43
ONEILL MUNI,3
ONEONTA MUNI,8
ONIDA MUNI,1
ONTARIO INTL,129
ONTARIO MUNI,11
OPA LOCKA MUNI,20
OPA LOCKA WEST,20
OPA- LOCKA EXECUTIVE,17
OPA-LOCKA EXECUTIVE,100
OPALOCKA MUNI,1
OPHEIM,1
ORANGE CITY MUNI,2
ORANGE CO MUNI,3
ORANGE COUNTY,51
ORANGE MUNI,16
ORANGEBURG MUNI,8
ORCAS ISLAND,9
ORCHARD PARK MUNI,2
ORLAMPA INC,1
ORLANDO APOPKA,13
ORLANDO INTL,125
ORLANDO MUNI,2
ORLANDO NORTH AIRPARK,3
ORLANDO SANFORD INTL,115
ORLANDO SUN RESORT,1
ORMOND BEACH MUNI,50
OROFINO MUNI,3
OROVILLE MUNI,6
ORR MUNI,1
ORR RGNL,2
OSAGE CITY MUNI,11
OSAKA INTL,1
OSCEOLA MUNI,8
OSCODA-WURTSMITH,6
OSKALOOSA MUNI,1
OSTEND INTL,1
OSWEGO COUNTY,10
OTHELLO MUNI,1
OTIS MUNI,1
OTTAWA EXECUTIVE,5
OTTAWA MUNI,9
OTTAWA/MACDONALD-CARTIER INTL,1
OTTIGER,2
OTTUMWA RGNL,18
OUTAGAMIE COUNTY RGNL,45
OUTLAW FIELD,19
OUZINKIE,1
OVID,5
OWATONNA DEGNER RGNL,2
OWEN FIELD,1
OWENSBORO MUNI,1
OWENSBORO-DAVIESS COUNTY,24
OWOSSO COMMUNITY,17
OWOSSO MUNI,1
OXFORD COUNTY RGNL,10
OXFORD MUNI,3
OXNARD,36
OXNARD MUNI,9
OZARK AERODROME,1
OZARK-FRANKLIN COUNTY,3
OZONA MUNI,4
P AND R FIELD,1
P K AIRPARK,4
PACE,1
PACIFIC CITY STATE,2
PACKER,1
PACKWOOD,1
PACKWOOD MUNI,1
PADGHAM FIELD,13
PAGE FIELD,88
PAGE MUNI,23
PAGELAND,1
PAGO PAGO INTL,9
PAHRUMP MUNI,1
PAINTSVILLE MUNI,1
PAINTSVILLE-PRESTONSBURG-COMBS FIELD,5
PAISLEY,1
PALACIOS MUNI,23
PALATKA MUNI - LT. KAY LARKIN FIELD,16
PALESTINE MUNI,8
PALISADES CONFERENCE CENTER,1
PALM BEACH CO GLADES,21
PALM BEACH COUNTY PARK,52
PALM BEACH GARD MUNI,1
PALM BEACH GARDENS MEDICAL CENTER,1
PALM BEACH INTL,213
PALM BEACH MUNI,1
PALM SPRINGS INTL,149
PALMDALE MUNI,3
PALMDALE RGNL/USAF PLANT 42,1
PALMDALE USAF PLANT 42,29
PALMER MUNI,20
PALMETTO,1
PALMETTO AIR PLANTATION,4
PALMYRA MUNI,5
PALO ALTO ARPT OF SANTA CLARA CO,130
PALOALTO MUNI,1
PALOMINO,2
PAN AM METROPORT,1
PANA COMMUNITY HOSPITAL,2
PANAMA CITY BEACH AIRSTRIP,1
PANAMA CITY-BAY CO INTL,50
PANGBORN MEMORIAL,34
PANGUITCH MUNI,2
PANOLA COUNTY,6
PAOLI MUNI,3
PAPAGO AHP,1
PARA-TECH,2
PARADISE,2
PARADISE AIR HAVEN,3
PARADISE LANDING,1
PARADISE SKYPARK,3
PARAGOULD MUNI,1
PARAMOUNT AIR,5
PARIS MUNI,1
PARIS ORLY,1
PARK FALLS MUNI,1
PARK HALL,1
PARK RAPIDS MUNI-KONSHOK FIELD,8
PARK TOWNSHIP,7
PARKER,1
PARKER COUNTY,6
PARKER MUNI,2
PARKERSBURG MUNI,1
PARKLAND,2
PARLIN FIELD,3
PAROWAN,4
PARRISH,1
PARRISH RLA,1
PARSHALL-HANKINS,1
PARSONS,1
PASCO,2
PASCO MUNI,3
PASO ROBLES MUNI,44
PATRICK AFB,5
PATTERSON,1
PATTERSON MUNI,2
PATUXENT RIVER NAS/TRAPNELL FIELD/,2
PATZ,1
PAUL C. MILLER-SPARTA,7
PAUL PITTMAN MEMORIAL,1
PAULDING NORTHWEST ATLANTA,1
PAULLINA MUNI,1
PAULS VALLEY MUNI,2
PAUMA VALLEY AIR PARK,1
PAWHUSKA MUNI,2
PAXSON,3
PAXTON,1
PAXTON MUNI,1
PAYETTE MUNI,2
PAYNE,1
PAYNESVILLE MUNI,5
PAYSON,24
PAYSON MUNI,1
PEA PATCH AERODROME,1
PEACH STATE,2
PEARCE FERRY,4
PEARCE FIELD,5
PEARLAND,2
PEARLAND MUNI,2
PEARLAND RGNL,29
PEARSON FIELD,25
PEBBLY BEACH,3
PECAN PLANTATION,5
PECOS MUNI,9
PEDRO BAY MUNI,1
PEGASUS AIRPARK,1
PEKIN MUNI,5
PELEAU,1
PELICAN,1
PELICAN RAPIDS MUNI-LYON'S FIELD,1
PELLA MUNI,3
PELLSTON RGNL AIRPORT OF EMMET COUNTY,21
PEMBINA MUNI,4
PENDLETON MUNI,7
PENN VALLEY,20
PENN YAN,12
PENNRIDGE,14
PENNS CAVE,5
PENSACOLA GULF COAST RGNL,114
PENSACOLA NAS/FORREST SHERMAN FIELD/,4
PEORIA,1
PEORIA INTL,1
PEORIA MUNI,8
PEPPERELL,5
PERHAM MUNI,1
PERKINS FIELD,2
PERKIOMEN VALLEY,13
PERRIS MUNI,4
PERRIS VALLEY,35
PERRY,3
PERRY COUNTY,1
PERRY COUNTY MUNI,1
PERRY INTL,1
PERRY LEFORS FIELD,13
PERRY MUNI,11
PERRY PARK,1
PERRY STOKES,2
PERRY WARSAW MUNI,1
PERRY-FOLEY,10
PERRY-HOUSTON COUNTY,5
PERRY-WARSAW,2
PERRYTON OCHILTREE COUNTY,4
PERRYVILLE MUNI,6
PERSON COUNTY,7
PERU MUNI,7
PESTER,2
PETALUMA MUNI,32
PETER O KNIGHT,22
PETER PRINCE FIELD,9
PETERBOROUGH MUNI,1
PETERSBURG JAMES A JOHNSON,5
PETERSON,8
PETERSON POINT MUNI,1
PETIT JEAN PARK,2
PETROLEUM HELICOPTERS INC,1
PETROLEUM HELT,1
PFISTER'S,1
PHEASANT RUN,1
PHI VENICE,4
PHIFER AIRFIELD,4
PHILADELHIA INTL,1
PHILADELPHIA,4
PHILADELPHIA INTL,183
PHILADELPHIA MUNI,10
PHILADELPHIS MUNI,1
PHILIP,4
PHILIP BILLARD MUNI,44
PHILIP MUNI,1
PHILLIPS,7
PHILLIPS AAF,5
PHILLIPS FLYING RANCH,1
PHILLIPSBURG,3
PHILLIPSBURG MUNI,2
PHOENIX,6
PHOENIX DEER VALLEY,203
PHOENIX GOODYEAR,83
PHOENIX RGNL,2
PHOENIX SKY HARBOR INTL,238
PHOENIX-MESA GATEWAY,59
PIATT COUNTY,4
PICABO MUNI,1
PICATINNY AHP,1
PICAYUNE MUNI,2
PICKAWAY COUNTY MEMORIAL,8
PICKENS COUNTY,10
PIEDMONT MUNI,2
PIEDMONT TRIAD INTL,99
PIER 7,1
PIERCE,4
PIERCE COUNTY - THUN FIELD,18
PIERRE INTL,1
PIERRE RGNL,30
PIGGOTT MUNI,2
PIKE COUNTY,4
PIKE COUNTY-HATCHER FIELD,4
PIKEVILLE MUNI,1
PILOT COUNTRY,7
PILOT POINT,2
PILOTS RIDGE,1
PINAL AIRPARK,5
PINCKNEYVILLE-DU QUOIN,1
PINE BLUFF MUNI,1
PINE GROVE,1
PINE HILL,2
PINE HILL MUNI,1
PINE HOLLOW,1
PINE MOUNTAIN,1
PINE MOUNTAIN LAKE,8
PINE MOUNTAIN MUNI,1
PINE RIDGE,2
PINE RIVER RGNL,1
PINE SHADOWS AIRPARK,2
PINE VIEW,1
PINEDALE MUNI,1
PINEHURST MUNI,1
PINEVILLE MUNI,7
PINEWOOD,2
PINEY PINECREEK BORDER,1
PINOAK,1
PIONEER VILLAGE FIELD,5
PIPESTONE MUNI,2
PIQUA AIRPORT- HARTZELL FIELD,10
PIRATES COVE,1
PISECO,3
PISECO MUNI,1
PISTOL CREEK RA MUNI,1
PITT-GREENVILLE,16
PITTSBURG INTL,7
PITTSBURGH CITY CENTER,1
PITTSBURGH INTL,641
PITTSBURGH MUNI,7
PITTSBURGH-MONROEVILLE,6
PITTSFIELD MUNI,14
PITTSFIELD PENSTONE MUNI,3
PIXLEY,1
PLACERVILLE,22
PLACERVILLE MUNI,3
PLACID LAKES,5
PLAINS,1
PLAINS MUNI,1
PLAINVIEW,1
PLAINVIEW MUNI,1
PLAINWELL MUNI,5
PLANT CITY,16
PLANTATION ARPK,6
PLATEAU SKY RANCH,2
PLATINUM,1
PLATTE VALLEY AIRPARK,4
PLATTEVILLE MUNI,5
PLATTSBURGH INTL,4
PLATTSMOUTH MUNI,19
PLEASANT HILL,1
PLEASANT VALLEY,2
PLEASANTON MUNI,7
PLOWS & PROPS,1
PLUM ISLAND,12
PLYMOUTH MUNI,50
POCAHONTAS MUNI,6
POCATELLO RGNL,35
POCONO MOUNTAINS MUNI,6
POHNPEI INTL,1
POINT HOPE,6
POINT LOOKOUT MUNI,1
POINT MUGU NAS (NAVAL BASE VENTURA CO),4
POINT ROBERTS AIRPARK,1
POINT ROBERTS MUNI,1
POLACCA,17
POLK AAF,2
POLK COUNTY AIRPORT- CORNELIUS MOORE FIELD,5
POLLOCK MUNI,1
POLLY RANCH,4
POLSON,5
POLSON MUNI,1
POMONA LANDING,1
POMONA MUNI,1
POMONKEY MUNI,1
POMPANO BEACH AIRPARK,66
POMPANO BEACH MUNI,3
POMPANO MUNI,1
PONCA CITY MUNI,6
PONCA CITY RGNL,14
PONCIANO ARRIAGA INTL AIRPORT,1
PONDCREEK MUNI,1
PONTIAC MUNI,10
PONTIOUS,1
PONTOTOC COUNTY,3
PONTOTOC MUNI,1
POPE FIELD,6
POPE FLD,1
POPLAR BLUFF MUNI,4
POPLAR GROVE,7
PORT ALLEN,4
PORT ALSWORTH,6
PORT ALSWORTH MUNI,1
PORT AU PRINCE MUNI,1
PORT BAILEY,1
PORT BUCYRUS-CRAWFORD COUNTY,3
PORT CLARENCE CGS,2
PORT COLUMBUS INTL,154
PORT FIELD,15
PORT GRAHAM,1
PORT HEIDEN,3
PORT HURON MUNI,2
PORT ISABEL-CAMERON COUNTY,2
PORT MEADVILLE,11
PORT MOLLER,1
PORT MOLLER MUNI,1
PORT ORCHARD,5
PORTAGE COUNTY,26
PORTAGE CREEK MUNI,1
PORTAGE MUNI,7
PORTALES MUNI,8
PORTER COUNTY RGNL,23
PORTER FIELD,2
PORTER RANCH,1
PORTERVILLE MUNI,26
PORTLAND INTL,272
PORTLAND INTL JETPORT,107
PORTLAND MUNI,8
PORTLAND-HILLSBORO,67
PORTLAND-TROUTDALE,41
PORTSMOUTH INTL AT PEASE,18
PORTSMOUTH MUNI,1
POSEY FIELD,1
POSSUM KINGDOM,2
POST MILLS,1
POST-GARZA COUNTY MUNI,1
POTOMAC AIRFIELD,5
POTOMAC AIRPARK,1
POTSDAM MUNI/DAMON FLD/,1
POTTSTOWN MUNI,8
POWELL MUNI,4
PRAIRIE DU CHIEN MUNI,2
PRAIRIE LAKE PVT RES SP MOORING FACILITY,1
PRAIRIE RONDE,2
PRARIEVILLE MUNI,1
PRASA - LA PLATA,2
PRATT MUNI,2
PRATT RGNL,3
PRATTVILLE - GROUBY FIELD,6
PRESTON,2
PRESTWICK MUNI,1
PRICES,8
PRIEBE,1
PRIMGHAR,2
PRINCETON,10
PRINCETON MUNI,11
PRINCETON-CALDWELL COUNTY,1
PRINCEVILLE,3
PRINCEVILLE MUNI,1
PRINEVILLE,9
PRINEVILLE MUNI,1
PROPST,1
PROPWASH,1
PROSSER,5
PROSSER MUNI,1
PROVIDENCE HOSPITAL,1
PROVIDENCE MUNI,1
PROVINCETOWN MUNI,21
PROVO MUNI,66
PRU FIELD,2
PRYOR FIELD RGNL,11
PSK RANCH,1
PUCKETT,2
PUEBLO MEMORIAL,55
PUEBLO MUNI,5
PUERTO,1
PULLMAN MUNI,2
PULLMAN/MOSCOW RGNL,10
PUNTA GORDA,43
PUNTA PRITA BAJ MUNI,1
PUNXSUTAWNEY MUNI,1
PURDUE UNIVERSITY,49
PURDY-NIELSEN MEMORIAL AIRPARK,2
PUT IN BAY,12
PUTMAN,1
PUTNAM COUNTY,7
PUTZ,1
QUAD CITY INTL,40
QUAD-CITY,35
QUAKERTOWN,11
QUANTICO MCAF /TURNER FIELD,2
QUARTZ CREEK,1
QUARTZ HILL MUNI,1
QUEENSWAY BAY,1
QUEMADO,1
QUESTA MUNI NR 2,2
QUINCY MUNI,9
QUINCY RGNL-BALDWIN FIELD,20
QUINHAGAK,2
QUINN,2
QUINN FIELD,1
QUITMAN BROOKS COUNTY,1
QUONSET STATE,16
R & K SKYRANCH,1
RAEFORD MUNI,5
RAFAEL HERNANDEZ,12
RAINBOW,3
RAINELLE,1
RAKE,1
RALEIGH,3
RALEIGH COUNTY MEMORIAL,36
RALEIGH DURHAM MUNI,1
RALEIGH EAST,4
RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY,10
RALEIGH MUNI,3
RALEIGH-DURHAM INTL,213
RALPH M CALHOUN MEMORIAL,5
RALPH WENZ FIELD,6
RALPH WIEN MEMORIAL,41
RAMAPO VALLEY MUNI,1
RAMME,1
RAMONA,47
RAMONA MUNI,5
RANCHAERO,3
RANCHO MAGDALENA,1
RANCHO MURIETA,6
RANCHO VALLECITO,1
RANDALL,4
RANDLE-KIONA AIRPARK,1
RANDOLPH AFB,7
RANDOLPH COUNTY,5
RANDOLPH'S LANDING AREA,1
RANGE RGNL,12
RANGELEY MUNI,1
RANGELY,7
RANGELY MUNI,3
RANGER CREEK,1
RANKIN,2
RANTOUL NATL AVN CNTR-FRANK ELLIOTT FLD,5
RAPID CITY REGIONAL,1
RAPID CITY RGNL,97
RATON MUNI/CREWS FIELD,8
RATTLESNAKE ISL MUNI,1
RATTLESNAKE ISLAND,2
RAVALLI COUNTY,6
RAWLINGS MUNI,1
RAWLINS MUNI/HARVEY FIELD,16
RAY COMMUNITY,4
READER-BOTSFORD,1
READING MUNI,10
READING RGNL/CARL A SPAATZ FIELD,44
REAGAN COUNTY,2
REAL COUNTY,2
REBEL FIELD,1
RED BLUFF MUNI,17
RED CLOUD MUNI,2
RED DEVIL,1
RED DOG,2
RED FOX,2
RED HOOK MUNI,1
RED LION,3
RED LION MUNI,1
RED LODGE,4
RED LODGE MUNI,3
RED OAK MUNI,4
RED REFLET RANCH,1
RED STEWART AIRFIELD,14
RED WING MUNI,2
RED WING RGNL,8
REDDING MUNI,62
REDFIELD MUNI,2
REDHILLS,1
REDLANDS MUNI,23
REDMOND MUNI,2
REDS WALLOWA HORSE RANCH,1
REDSTONE AAF,4
REDWING,3
REDWOOD FALLS MUNI,9
REED,1
REED FLYING SERVICE INC,1
REEDLEY MUNI,7
REEDSBURG MUNI,3
REELFOOT LAKE,1
REESE,1
REHOBOTH BAY,1
REHOBOTH BEACH MUNI,2
REID-EASH,1
REID-HILLVIEW OF SANTA CLARA COUNTY,152
REIGLE FIELD,15
RENNER FLD /GOODLAND MUNI/,10
RENO INTL,12
RENO MUNI,2
RENO/STEAD,67
RENO/TAHOE INTL,194
RENSSELAER COUNTY,5
RENTON MUNI,41
RENTSCHLER,4
REPUBLIC,163
RESERVE,2
REXBURG MUNI,2
REXBURG-MADISON COUNTY,6
REXFORD,1
REYKJAVIK INTL,1
REYNOLDS,2
REYNOLDS AIRPARK,1
RHINELANDER MUNI,1
RHINELANDER-ONEIDA COUNTY,12
RIALTO MUNI /MIRO FLD/,32
RICE,1
RICE LAKE MUNI,2
RICE LAKE RGNL - CARL'S FIELD,2
RICES AIRPARK,1
RICHARD ARTHUR FIELD,1
RICHARD B HELGESON,2
RICHARD B RUSSELL,29
RICHARD DOWNING,5
RICHARD EVELYN BYRD INT'L,1
RICHARD I BONG,14
RICHARD LLOYD JONES JR,104
RICHARDS,1
RICHARDS FIELD,1
RICHEY,1
RICHFIELD MUNI,10
RICHLAND,15
RICHLAND MUNI,6
RICHMOND,3
RICHMOND COUNTY,2
RICHMOND FIELD,1
RICHMOND INTL,160
RICHMOND MUNI,21
RICHTER AERO,2
RICHWOOD MUNI,3
RICK HUSBAND AMARILLO INTL,88
RICKENBACKER INTL,10
RIDDICK FIELD,2
RIDGE ROAD WEST,1
RIDGE SOARING,1
RIDGELAND,7
RIDGELAND MUNI,1
RIDGELY AIRPARK,3
RIGBY,2
RIGBY MUNI,1
RIGBY-JEFFERSON COUNTY,1
RILEY FLD,2
RIO GRANDE CITY MUNI,3
RIO LINDA MUNI,1
RIO VISTA MUNI,9
RITTENHOUSE ARMY HELIPORT,2
RIVER BEND,1
RIVER BEND MUNI,1
RIVER FALLS,2
RIVER FIELD,1
RIVER RANCH RESORT,4
RIVERSIDE,16
RIVERSIDE MUNI,120
RIVERTON MUNI,3
RIVERTON REGIONAL,1
RIVERTON RGNL,7
RIVERVIEW,7
ROAD COMMISSION NR 1,2
ROADCAP,5
ROANOKE MUNI,8
ROANOKE RGNL/WOODRUM FIELD,87
ROBBINS,1
ROBBINS FIELD,3
ROBBINSVILLE MUNI,1
ROBEN-HOOD,5
ROBERT F SWINNIE,1
ROBERT GRAY AAF,3
ROBERT J. MILLER AIR PARK,19
ROBERT LEE,4
ROBERT NEWLON FIELD,3
ROBERT R WELLS JR,6
ROBERT S KERR,3
ROBERT SIBLEY,1
ROBERT/BOB/CURTIS MEMORIAL,3
ROBERTS,1
ROBERTS AHP,1
ROBERTS FIELD,59
ROBERTSON FIELD,13
ROBINS AFB,3
ROBINS ISLAND SOUTH,1
ROBINSON AAF/NG,1
ROCHE HARBOR,12
ROCHE HARBOR MUNI,1
ROCHELLE COMMUNITY HOSPITAL,1
ROCHELLE MUNI,2
ROCHELLE MUNI AIRPORT-KORITZ FIELD,4
ROCHERSTER MUNI,1
ROCHESTER INTL,64
ROCK COUNTY,1
ROCK CREEK,2
ROCK HILL/YORK CO/BRYANT FIELD,15
ROCK RAPIDS MUNI,1
