tracon_month,pos_nonword_ct,pos_nonword_unique_ct,all_abrevs_no_overcount_ct,all_abrevs_no_overcount_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_ct,iata_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct
A90 2010/11,12,6,16,9,4,2,11,5,9,5,0,0,3,1
A90 2010/2,14,6,16,8,2,2,10,4,12,4,0,0,1,1
A90 2010/3,64,15,86,28,19,7,44,10,25,6,0,0,24,4
A90 2010/4,3,3,5,5,2,2,3,3,2,2,0,0,1,1
A90 2010/5,3,2,3,2,1,1,1,1,2,1,0,0,0,0
A90 2010/6,19,6,23,9,5,1,10,2,19,6,0,0,0,0
A90 2010/7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A90 2010/8,10,3,12,5,0,0,8,2,4,2,0,0,6,1
A90 2010/9,5,3,8,4,2,1,3,2,5,3,0,0,0,0
A90 2011/1,22,9,25,10,12,5,13,5,8,4,0,0,4,2
A90 2011/10,5,4,6,5,1,1,2,2,3,2,2,1,0,0
A90 2011/12,21,9,30,15,12,5,12,5,16,7,1,1,5,2
A90 2011/3,12,5,20,8,8,3,4,2,4,3,3,1,8,2
A90 2011/4,31,12,41,19,6,4,20,7,12,6,5,3,12,4
A90 2011/6,8,3,8,3,0,0,7,2,4,2,0,0,4,1
A90 2011/8,18,8,30,14,6,4,15,6,8,5,2,2,10,3
A90 2011/9,8,5,13,9,0,0,6,3,6,3,1,1,2,2
A90 2012/1,6,6,7,7,2,2,4,4,3,3,0,0,2,2
A90 2012/10,11,7,29,11,16,4,3,3,9,5,1,1,3,3
A90 2012/11,4,4,5,5,3,3,2,2,4,4,1,1,0,0
A90 2012/12,6,3,11,8,0,0,2,1,3,1,0,0,3,2
A90 2012/5,17,12,23,15,8,7,6,6,16,10,3,2,1,1
A90 2012/6,6,2,6,2,6,2,6,2,2,1,0,0,0,0
A90 2012/7,8,4,12,6,9,4,9,5,2,1,0,0,2,1
A90 2012/8,6,4,16,6,5,1,1,1,5,3,0,0,1,1
A90 2012/9,20,7,38,11,13,4,19,6,5,1,0,0,9,4
A90 2013/2,20,8,27,13,8,6,15,5,16,4,2,1,2,2
A90 2013/4,4,1,4,1,0,0,0,0,0,0,0,0,4,1
A90 2013/6,14,11,53,26,21,4,5,5,7,6,1,1,7,5
A90 2013/8,12,4,20,8,5,2,7,3,3,1,3,1,9,3
A90 2013/9,0,0,1,1,1,1,0,0,0,0,0,0,0,0
A90 2014/12,11,3,21,6,6,1,10,2,7,2,0,0,4,1
A90 2014/4,4,1,4,1,0,0,4,1,0,0,0,0,4,1
A90 2014/5,9,6,11,7,6,4,6,4,8,5,0,0,0,0
A90 2014/7,8,3,13,5,11,3,5,1,6,2,0,0,0,0
A90 2015/1,21,10,24,13,9,3,13,6,9,3,1,1,9,5
A90 2015/10,25,13,46,25,11,5,22,10,11,5,6,1,12,6
A90 2015/11,14,5,22,7,2,1,4,2,8,3,2,1,6,2
A90 2015/12,30,13,41,22,18,6,16,5,13,4,1,1,8,5
A90 2015/3,114,19,152,34,90,15,92,13,42,8,8,3,34,7
A90 2015/4,14,9,22,15,10,7,8,6,8,5,5,3,5,3
A90 2015/7,16,10,29,15,10,6,15,9,7,4,1,1,5,3
A90 2015/8,17,9,30,15,9,3,10,4,7,3,4,1,7,4
A90 2016/1,3,2,8,4,3,2,3,2,0,0,0,0,0,0
A90 2016/10,2,1,4,3,0,0,0,0,2,1,0,0,0,0
A90 2016/3,20,7,32,12,2,2,8,4,11,2,0,0,2,2
A90 2016/6,17,7,38,15,14,3,12,4,15,5,1,1,1,1
A90 2016/7,15,8,19,11,11,7,10,6,13,6,0,0,0,0
A90 2016/8,10,3,48,12,8,2,4,1,10,3,0,0,0,0
A90 2016/9,9,6,15,8,8,4,3,2,3,3,1,1,3,1
A90 2017/1,20,7,47,16,12,2,15,3,16,5,0,0,4,2
A90 2017/10,13,7,18,9,4,2,6,3,8,4,0,0,4,2
A90 2017/11,1,1,4,3,1,1,1,1,1,1,0,0,0,0
A90 2017/2,16,7,19,9,5,3,4,3,6,4,2,1,10,3
A90 2017/5,19,10,23,14,11,5,13,7,12,6,3,2,2,2
A90 2017/6,6,3,16,5,12,3,4,2,4,2,0,0,0,0
A90 2017/7,9,5,11,7,6,3,9,5,6,3,0,0,3,2
A90 2017/8,14,5,24,10,10,2,11,3,12,3,0,0,1,1
A90 2018/10,7,5,13,10,7,5,7,5,5,3,0,0,2,2
A90 2018/11,4,3,11,8,2,1,2,1,2,1,0,0,2,2
A90 2018/2,6,4,20,11,2,1,3,2,5,3,1,1,1,1
A90 2018/4,6,3,22,8,6,3,6,3,4,2,0,0,0,0
A90 2018/5,6,3,8,4,0,0,2,1,3,1,0,0,3,2
A90 2018/7,3,3,6,5,1,1,2,2,1,1,1,1,2,2
A90 2018/8,15,8,23,14,9,5,12,5,10,6,1,1,6,3
A90 2018/9,27,7,55,17,22,7,24,6,9,4,4,1,10,1
A90 2019/2,3,1,4,2,0,0,0,0,3,1,0,0,0,0
A90 2019/3,14,9,19,12,10,6,11,7,7,4,0,0,1,1
A90 2019/5,2,2,2,2,2,2,1,1,1,1,0,0,0,0
A90 2019/6,7,3,8,4,4,2,7,3,2,1,0,0,3,1
ABC 1992/3,41,22,65,32,29,13,16,9,16,7,12,8,23,15
ABE 1988/1,61,24,79,37,31,12,21,8,32,10,21,11,23,11
ABE 1988/10,25,19,36,27,12,9,10,6,9,7,10,8,14,10
ABE 1988/11,34,21,47,31,16,12,15,9,12,8,15,11,17,9
ABE 1988/3,7,5,21,10,14,6,2,2,10,6,9,3,0,0
ABE 1988/4,45,27,69,38,28,13,19,7,19,10,12,9,22,14
ABE 1988/7,33,19,38,23,25,13,19,9,21,10,7,6,7,6
ABE 1988/8,87,36,114,51,37,16,25,8,53,16,12,10,25,15
ABE 1988/9,71,29,86,38,29,11,20,5,11,5,30,16,37,14
ABE 1989/1,29,14,38,19,20,6,14,4,8,6,13,7,7,5
ABE 1989/10,61,21,76,30,40,11,27,5,36,10,28,13,13,8
ABE 1989/12,20,13,29,17,11,8,7,7,5,5,6,4,9,5
ABE 1989/4,61,32,81,46,26,14,17,7,27,12,31,19,29,17
ABE 1989/8,49,23,68,35,21,13,18,6,16,9,16,11,23,10
ABE 1990/1,14,11,15,12,2,2,1,1,5,5,5,3,7,4
ABE 1990/11,41,21,47,24,22,10,6,3,11,6,23,12,19,10
ABE 1990/2,72,20,79,24,18,9,25,5,17,7,23,11,46,11
ABE 1990/3,49,18,55,22,15,9,10,4,6,6,34,9,33,8
ABE 1990/6,7,4,9,6,1,1,0,0,3,2,3,3,5,3
ABE 1990/8,31,20,41,29,12,9,9,6,15,8,12,8,14,10
ABE 1991/10,68,30,93,43,39,18,16,8,25,13,39,16,34,15
ABE 1991/11,34,12,44,14,28,7,16,4,10,3,14,6,10,4
ABE 1991/12,19,11,25,17,14,9,9,5,3,3,9,7,7,4
ABE 1991/2,50,26,69,38,31,15,17,8,17,11,17,13,19,11
ABE 1991/5,16,9,17,10,3,3,4,3,9,3,5,4,6,5
ABE 1991/6,41,19,53,27,16,8,5,1,22,10,8,7,14,8
ABE 1991/9,102,41,157,61,72,24,34,11,41,18,40,22,47,21
ABE 1992/1,19,13,29,19,16,11,4,3,6,6,7,6,8,4
ABE 1992/10,12,9,28,17,10,5,1,1,6,3,10,6,5,4
ABE 1992/11,64,32,87,45,47,15,19,7,21,11,23,13,25,16
ABE 1992/4,32,13,50,17,23,9,17,4,4,3,10,7,18,6
ABE 1992/5,11,7,17,10,6,3,2,1,0,0,6,4,7,5
ABE 1992/6,66,18,92,23,40,8,12,3,20,5,40,11,42,11
ABE 1992/9,41,13,51,17,24,5,15,2,12,5,15,6,18,8
ABE 1993/11,11,6,18,12,6,4,3,2,9,4,0,0,1,1
ABE 1993/4,20,13,39,22,19,8,11,5,7,5,4,4,7,7
ABE 1993/7,46,22,49,25,18,10,23,7,14,8,13,10,24,10
ABE 1993/8,28,10,39,14,22,7,4,1,12,5,15,6,8,3
ABE 1993/9,49,26,75,37,35,15,17,9,19,10,21,13,19,10
ABE 1994/11,18,13,22,17,7,7,4,2,9,6,7,7,9,7
ABE 1994/3,37,15,60,22,26,7,3,1,8,4,10,6,20,7
ABE 1994/6,144,43,242,65,76,16,40,10,74,15,82,24,72,24
ABE 1994/8,11,8,15,11,7,5,4,3,4,3,5,4,6,4
ABE 1995/1,18,11,23,14,11,6,7,4,5,4,3,3,6,5
ABE 1995/12,11,9,14,12,5,4,1,1,2,2,6,5,7,6
ABE 1995/3,42,23,52,29,18,9,4,3,10,7,17,12,24,13
ABE 1995/5,4,3,7,5,4,3,1,1,3,2,1,1,0,0
ABE 1995/7,59,28,81,39,36,16,12,7,24,11,38,19,29,14
ABE 1995/8,16,10,31,16,17,6,4,2,8,4,19,11,10,7
ABE 1996/11,98,31,134,42,56,13,20,6,20,8,43,19,58,17
ABE 1996/2,51,25,97,40,40,10,12,3,24,10,30,16,33,14
ABE 1996/4,26,19,35,26,15,8,6,4,10,7,9,9,9,9
ABE 1996/5,150,30,168,36,66,14,26,10,42,14,60,12,72,13
ABE 1996/8,49,24,80,39,44,15,13,4,18,10,24,16,16,12
ABE 1997/1,21,15,26,19,13,11,5,5,12,8,9,8,5,4
ABE 1997/12,15,11,21,16,11,8,6,3,5,4,3,3,5,4
ABE 1997/2,11,9,15,13,3,3,2,1,5,4,6,5,6,5
ABE 1997/4,11,10,12,11,6,5,5,5,3,3,3,3,5,5
ABE 1997/6,37,21,68,38,24,11,9,5,21,11,25,13,19,9
ABE 1997/7,16,11,21,15,8,4,8,3,5,5,3,3,5,3
ABE 1997/8,44,18,64,27,38,8,18,2,9,5,22,12,15,10
ABE 1997/9,33,19,40,22,23,11,11,6,10,7,9,6,16,10
ABE 1998/10,8,7,17,13,9,6,0,0,6,6,3,3,3,2
ABE 1998/11,68,17,88,22,18,6,14,3,18,4,40,10,38,9
ABE 1998/3,42,21,56,31,29,11,8,2,18,8,20,11,15,10
ABE 1998/7,51,25,78,39,28,10,7,3,16,8,25,12,37,20
ABE 1998/8,9,8,16,14,6,5,2,2,2,2,4,3,5,4
ABE 1998/9,28,12,31,14,6,3,5,2,6,3,23,10,22,9
ABE 1999/10,25,15,44,24,19,8,7,2,13,8,26,13,18,9
ABE 1999/11,17,15,24,19,13,8,3,3,7,6,8,7,5,5
ABE 1999/12,16,9,25,13,11,4,6,3,1,1,11,6,10,6
ABE 1999/3,24,8,46,13,32,8,4,1,18,6,8,3,10,3
ABE 1999/4,14,8,18,11,7,6,5,3,6,4,4,3,4,2
ABE 1999/5,20,12,40,19,21,7,0,0,10,4,19,9,12,7
ABE 1999/7,35,17,41,21,12,7,5,2,14,6,27,14,17,9
ABE 1999/8,9,6,12,8,2,2,1,1,2,1,3,2,5,3
ABE 2000/2,38,16,42,18,15,7,5,3,16,7,36,13,22,9
ABE 2000/4,15,12,29,20,11,7,3,3,6,4,11,8,8,6
ABE 2000/6,14,8,25,12,21,8,9,3,13,7,4,3,2,2
ABE 2000/7,84,21,108,27,64,14,32,9,18,8,34,10,32,9
ABE 2001/10,19,14,38,21,21,10,8,5,10,8,10,8,2,2
ABE 2001/12,36,12,46,17,22,8,8,3,12,5,10,5,14,4
ABE 2001/2,26,9,28,10,10,3,8,2,2,1,8,3,14,5
ABE 2001/3,15,10,20,15,7,6,1,1,4,3,3,3,9,6
ABE 2001/5,47,30,76,42,36,12,5,3,25,13,26,16,18,14
ABE 2001/6,16,9,34,13,6,4,3,2,8,5,8,4,7,3
ABE 2001/7,20,9,38,16,10,3,2,1,10,3,10,4,14,7
ABE 2001/8,28,15,51,23,23,9,7,4,12,7,6,5,10,6
ABE 2002/1,18,13,35,25,12,8,2,2,4,3,13,11,12,9
ABE 2002/11,21,16,25,18,14,9,9,6,8,6,7,7,6,6
ABE 2003/4,21,12,33,18,20,11,9,4,9,6,5,5,3,3
ABE 2003/6,19,11,23,15,5,5,2,2,2,2,6,5,16,8
ABE 2004/10,74,28,95,44,40,16,23,5,42,15,26,14,31,14
ABE 2004/2,62,26,81,31,30,13,27,10,19,8,43,13,31,11
ABE 2004/3,12,7,18,11,7,4,1,1,3,2,10,5,8,4
ABE 2007/10,12,9,15,11,4,3,2,2,10,6,5,4,3,3
ABE 2007/12,28,14,34,16,10,5,12,5,5,4,11,7,13,7
ABE 2010/7,3,2,4,3,0,0,1,1,2,1,0,0,0,0
ABE 2014/3,15,7,20,9,6,3,8,4,2,2,4,1,12,4
ABE 2016/5,7,6,8,7,2,2,4,3,4,4,0,0,2,1
ABE 2016/7,2,2,2,2,1,1,1,1,1,1,0,0,0,0
ABE 2016/8,4,3,8,6,3,2,3,2,1,1,2,1,3,2
ABE 2019/1,3,3,8,6,1,1,1,1,3,3,0,0,0,0
ABI 1989/11,42,14,52,17,25,9,25,7,14,4,21,8,22,7
ABI 1989/3,8,7,11,9,6,5,1,1,5,4,4,4,5,4
ABI 1990/11,49,25,60,33,14,10,7,5,26,11,11,8,19,12
ABI 1990/4,51,22,57,27,22,11,7,4,19,5,27,15,20,12
ABI 1991/5,69,29,74,33,24,10,20,6,22,9,13,8,29,15
ABI 1992/11,21,13,39,20,16,8,5,2,11,6,5,5,7,4
ABI 1992/5,13,10,24,17,11,7,3,3,8,6,13,8,9,7
ABI 1993/12,17,11,17,11,2,1,1,1,6,4,11,6,10,6
ABI 1993/2,37,17,41,21,13,8,6,4,6,4,16,8,22,9
ABI 1994/10,50,25,77,33,27,9,24,11,29,8,21,11,24,11
ABI 1994/12,43,22,54,29,17,9,15,6,10,6,21,13,29,14
ABI 1995/10,21,12,34,19,15,7,2,2,3,3,8,6,8,6
ABI 1996/10,34,21,47,28,21,11,10,9,13,9,7,5,13,10
ABI 1996/11,17,8,25,10,5,2,7,3,3,2,7,3,13,5
ABI 1996/4,30,17,49,26,23,12,8,6,14,6,14,10,11,8
ABI 1997/10,27,19,38,27,15,12,5,4,11,8,13,9,12,9
ABI 1998/10,20,11,35,25,14,8,13,6,3,3,6,4,12,8
ABI 1998/5,16,5,20,7,18,6,6,2,14,4,6,2,0,0
ABI 1998/6,3,3,5,5,1,1,2,2,0,0,1,1,2,2
ABI 1998/9,17,8,21,12,12,5,8,1,9,7,3,3,0,0
ABI 1999/12,38,21,49,27,24,10,10,4,21,11,17,12,15,9
ABI 2000/1,55,32,82,44,37,14,12,9,15,11,26,16,23,17
ABI 2003/10,50,18,62,25,35,8,30,4,8,4,23,15,15,10
ABI 2005/1,45,18,70,28,27,13,8,4,13,6,32,11,25,8
ABI 2005/11,13,10,17,12,5,3,3,3,5,3,3,3,5,5
ABI 2009/3,7,5,11,8,8,5,5,3,6,4,0,0,0,0
ABI 2015/2,5,4,12,8,3,2,4,3,3,2,0,0,1,1
ABN 1989/8,19,12,23,16,8,7,6,3,6,5,11,8,11,6
ABQ 1988/1,43,23,53,30,17,8,13,7,10,5,22,12,23,14
ABQ 1988/10,65,30,99,46,34,18,17,11,29,14,32,12,38,15
ABQ 1988/4,42,21,48,24,19,8,10,5,14,6,28,12,26,13
ABQ 1988/9,38,20,48,28,12,9,10,5,13,8,18,10,24,10
ABQ 1989/1,54,22,58,24,14,7,12,6,18,9,24,9,26,9
ABQ 1989/11,8,5,11,7,3,3,2,2,1,1,6,3,6,3
ABQ 1989/2,15,12,23,16,7,6,5,4,8,6,7,6,6,5
ABQ 1989/4,87,35,130,53,60,19,19,8,34,16,44,16,42,18
ABQ 1989/9,9,8,14,12,5,4,2,2,5,4,2,1,5,4
ABQ 1990/1,43,19,54,28,17,10,13,8,15,8,24,10,24,10
ABQ 1990/10,20,17,25,20,9,6,6,5,6,5,9,6,9,8
ABQ 1990/2,69,35,86,48,31,20,17,10,31,18,28,18,33,17
ABQ 1990/4,24,15,33,20,12,8,9,6,5,3,6,3,16,9
ABQ 1990/5,21,15,33,24,18,12,8,4,12,8,12,10,8,7
ABQ 1990/7,35,18,48,27,23,11,19,8,22,9,19,7,10,6
ABQ 1990/8,80,29,87,36,34,13,27,10,30,11,20,12,27,15
ABQ 1990/9,6,6,10,9,5,5,6,6,3,3,2,2,2,2
ABQ 1991/1,18,11,19,12,7,5,6,4,6,4,1,1,8,4
ABQ 1991/4,53,20,78,24,38,9,15,6,21,8,23,10,25,10
ABQ 1992/1,71,33,102,49,48,21,17,9,31,15,46,21,28,14
ABQ 1992/10,48,26,59,33,23,13,10,6,22,11,22,14,15,9
ABQ 1992/2,61,32,111,55,42,17,14,6,44,20,43,21,24,14
ABQ 1992/5,31,21,47,31,21,12,9,4,20,10,17,12,15,9
ABQ 1992/6,70,18,88,25,32,10,14,4,40,8,26,9,28,9
ABQ 1992/8,10,5,12,7,5,3,3,1,5,4,1,1,3,1
ABQ 1993/10,21,12,30,17,5,4,0,0,12,6,16,11,7,4
ABQ 1993/12,37,24,49,31,14,10,5,4,7,7,16,13,25,13
ABQ 1993/6,20,9,26,14,10,4,8,3,9,4,8,3,7,4
ABQ 1993/7,24,18,37,21,16,5,3,1,7,4,8,7,13,11
ABQ 1993/9,31,22,39,26,24,12,17,9,16,10,10,9,9,9
ABQ 1994/10,34,22,43,30,21,12,10,6,16,8,32,20,18,14
ABQ 1994/7,113,35,156,51,77,17,38,9,57,13,87,22,48,19
ABQ 1994/8,14,9,19,14,12,8,5,4,5,5,4,4,4,3
ABQ 1995/12,47,20,58,28,20,10,14,4,30,11,29,12,6,6
ABQ 1995/4,8,7,9,8,3,3,3,3,1,1,3,3,6,5
ABQ 1995/5,131,25,176,40,75,16,12,5,43,12,63,15,65,11
ABQ 1995/6,103,39,123,50,57,22,26,10,38,13,80,25,59,24
ABQ 1996/10,6,6,7,7,1,1,0,0,1,1,3,3,5,5
ABQ 1996/11,14,10,24,15,15,9,2,1,5,4,12,8,7,4
ABQ 1996/2,10,8,13,11,6,5,2,1,4,4,4,4,4,3
ABQ 1996/4,56,27,78,38,38,14,16,7,28,11,32,17,19,13
ABQ 1996/5,14,5,20,7,4,1,0,0,6,1,6,3,8,4
ABQ 1996/8,7,4,10,6,5,3,3,2,6,3,3,2,0,0
ABQ 1997/11,106,31,120,37,36,13,18,7,60,14,40,11,38,13
ABQ 1997/12,85,41,132,56,59,18,16,10,33,15,51,21,49,24
ABQ 1997/5,15,11,28,18,14,8,2,2,8,7,6,5,9,5
ABQ 1998/2,26,16,35,21,8,5,8,4,13,7,9,7,12,9
ABQ 1998/4,23,15,25,16,14,8,1,1,6,5,8,7,5,3
ABQ 1998/5,6,2,6,2,4,1,4,1,4,1,2,1,2,1
ABQ 1998/6,48,19,54,24,6,5,4,3,12,5,23,8,35,13
ABQ 1998/7,31,15,49,22,15,7,4,3,8,6,13,8,19,7
ABQ 1998/8,15,11,15,11,5,3,5,4,3,2,5,4,8,7
ABQ 1999/2,30,19,50,31,14,7,4,3,14,7,10,8,16,10
ABQ 1999/4,22,14,27,17,13,7,2,1,9,6,9,7,9,7
ABQ 1999/5,15,8,23,14,10,7,8,5,6,4,4,2,5,2
ABQ 1999/7,64,16,124,25,80,11,12,2,28,6,42,11,36,11
ABQ 1999/8,51,23,88,35,50,13,17,6,29,9,46,17,25,12
ABQ 2000/11,33,15,46,23,20,9,9,3,16,8,21,10,17,7
ABQ 2000/9,26,12,42,18,23,8,11,3,14,7,18,10,15,7
ABQ 2001/10,54,27,74,35,26,12,11,5,16,8,30,13,31,15
ABQ 2001/12,149,38,200,52,89,19,40,9,73,16,63,22,63,17
ABQ 2001/4,34,13,41,18,8,6,4,2,7,5,25,7,24,6
ABQ 2001/5,48,22,61,29,26,11,15,4,23,9,26,16,20,10
ABQ 2001/6,131,45,170,62,69,20,27,8,36,18,50,25,62,23
ABQ 2001/7,10,4,16,6,6,2,2,1,6,2,2,1,2,1
ABQ 2002/2,11,10,17,12,6,3,2,2,2,2,3,3,7,6
ABQ 2002/5,62,18,78,23,30,9,7,2,28,9,33,7,29,9
ABQ 2002/8,26,17,36,20,13,7,4,3,6,4,9,7,15,8
ABQ 2003/1,21,15,23,17,7,6,5,3,5,4,17,11,14,9
ABQ 2003/11,21,14,26,18,12,8,3,2,5,3,13,9,14,10
ABQ 2003/2,130,39,172,50,66,14,22,8,56,14,50,16,48,16
ABQ 2003/3,40,21,51,28,19,9,7,3,12,9,26,14,24,12
ABQ 2003/5,48,22,80,38,21,12,9,7,36,14,20,11,19,10
ABQ 2003/6,23,15,42,24,20,10,7,5,11,5,14,11,14,10
ABQ 2003/7,86,19,132,27,46,10,16,4,24,7,36,9,54,9
ABQ 2004/10,74,30,106,49,59,20,39,13,42,14,29,14,14,9
ABQ 2004/2,40,19,43,22,14,8,7,4,9,6,20,7,23,11
ABQ 2004/3,41,21,45,25,14,10,13,4,12,7,30,11,25,10
ABQ 2004/6,10,9,12,11,2,2,0,0,2,2,5,5,8,7
ABQ 2004/7,6,5,9,6,5,3,2,2,3,2,5,3,2,2
ABQ 2005/1,34,17,41,22,21,12,14,6,22,9,16,11,11,7
ABQ 2005/12,44,23,66,31,45,14,22,9,23,9,22,11,15,11
ABQ 2006/1,22,11,36,19,24,13,4,3,10,6,4,3,6,3
ABQ 2006/12,27,15,33,18,15,8,6,4,9,6,15,9,14,8
ABQ 2006/2,20,9,25,12,6,5,1,1,4,2,7,4,13,4
ABQ 2006/7,34,12,46,18,22,11,8,4,10,5,24,7,18,4
ABQ 2007/2,12,8,13,9,4,2,2,2,3,2,2,1,7,6
ABQ 2007/4,40,18,48,21,19,7,4,3,6,3,24,10,21,9
ABQ 2007/9,40,22,63,31,31,12,10,4,20,11,24,14,19,10
ABQ 2008/1,22,10,42,14,26,6,8,4,12,4,10,3,8,4
ABQ 2008/11,22,15,28,20,14,10,5,4,8,6,11,7,12,8
ABQ 2008/3,27,15,39,22,13,9,2,2,10,7,18,10,15,7
ABQ 2008/4,37,17,48,23,23,9,6,2,10,4,16,9,19,8
ABQ 2008/5,30,14,43,22,18,9,4,4,10,5,15,6,11,5
ABQ 2008/6,52,32,75,44,38,17,16,9,26,11,41,22,27,19
ABQ 2008/9,136,27,156,33,52,14,30,6,24,9,78,13,84,13
ABQ 2009/10,32,13,39,19,20,6,22,6,14,6,2,2,6,4
ABQ 2009/2,19,8,22,10,12,7,17,7,17,6,1,1,1,1
ABQ 2009/4,9,3,13,6,7,3,2,1,5,2,2,1,0,0
ABQ 2009/6,1,1,1,1,1,1,1,1,1,1,0,0,0,0
ABQ 2009/9,3,3,3,3,1,1,0,0,1,1,1,1,1,1
ABQ 2010/12,4,2,6,3,2,1,0,0,4,2,0,0,0,0
ABQ 2010/3,8,4,10,5,4,2,4,2,6,3,0,0,0,0
ABQ 2011/4,0,0,1,1,1,1,0,0,0,0,0,0,0,0
ABQ 2012/4,28,14,42,19,19,8,14,8,14,6,2,2,11,5
ABQ 2012/5,2,2,2,2,1,1,0,0,1,1,0,0,0,0
ABQ 2013/10,3,1,9,4,2,1,0,0,3,1,0,0,0,0
ABQ 2013/2,28,12,44,20,16,5,21,7,22,8,3,2,7,5
ABQ 2013/4,10,5,16,7,4,2,6,3,4,2,0,0,2,1
ABQ 2013/5,6,5,9,8,3,2,5,4,3,2,1,1,3,3
ABQ 2013/6,32,15,48,27,16,6,13,8,23,8,2,2,3,3
ABQ 2014/1,3,2,3,2,2,1,2,1,1,1,0,0,0,0
ABQ 2014/3,5,4,7,6,1,1,3,3,4,3,0,0,1,1
ABQ 2014/4,42,9,46,11,16,3,20,5,30,5,0,0,10,3
ABQ 2014/9,13,10,17,13,5,3,9,6,8,5,0,0,4,4
ABQ 2015/12,8,7,9,8,0,0,4,4,5,4,0,0,3,3
ABQ 2015/3,56,9,58,10,32,6,34,6,36,4,0,0,16,3
ABQ 2015/5,4,3,4,3,1,1,1,1,4,3,0,0,0,0
ABQ 2016/10,1,1,6,4,1,1,1,1,0,0,0,0,0,0
ABQ 2016/12,5,4,5,4,2,2,4,3,2,2,0,0,2,1
ABQ 2016/3,8,6,11,8,5,4,0,0,4,3,5,3,3,2
ABQ 2016/5,13,8,16,10,4,2,9,5,3,2,3,2,6,4
ABQ 2016/7,4,3,10,5,7,3,1,1,2,1,2,1,1,1
ABQ 2016/8,28,5,34,7,24,3,24,3,24,4,0,0,0,0
ABQ 2016/9,4,3,5,4,3,2,3,2,4,3,0,0,0,0
ABQ 2017/10,32,11,35,13,13,7,13,5,20,7,1,1,10,2
ABQ 2017/5,7,4,9,6,5,4,7,4,5,3,0,0,0,0
ABQ 2018/1,11,4,18,8,3,1,5,1,2,1,0,0,9,3
ABQ 2018/10,12,9,17,13,5,4,8,5,7,5,0,0,2,2
ABQ 2019/1,63,9,72,14,13,3,54,6,55,6,0,0,2,1
ABQ 2019/2,16,3,16,3,1,1,15,2,16,3,0,0,0,0
ABQ 2019/3,2,2,2,2,1,1,1,1,1,1,0,0,0,0
ABQ 2019/5,6,5,15,11,5,4,4,4,7,5,2,1,0,0
ABQ 2019/6,19,8,24,11,8,3,16,7,15,5,0,0,1,1
ABQ 2019/7,5,1,5,1,5,1,5,1,5,1,0,0,0,0
ABQ 2019/8,11,6,14,8,3,2,9,5,1,1,4,1,7,3
ABY 1997/6,19,11,34,21,10,9,4,3,3,3,12,7,14,7
ACK 1991/5,79,26,87,33,37,15,22,6,21,11,29,11,34,11
ACK 1995/9,43,26,73,37,31,14,9,7,20,9,29,15,24,14
ACK 1997/7,2,2,5,5,2,2,0,0,1,1,2,2,1,1
ACK 1997/8,13,9,26,18,15,9,3,2,5,4,7,6,3,3
ACN 1993/3,34,12,66,21,26,10,4,2,12,6,14,7,22,6
ACO 1993/7,20,10,22,11,8,4,3,2,7,3,6,4,6,4
ACT 1988/9,33,18,46,24,16,9,13,9,10,5,19,8,17,10
ACT 1989/1,30,10,48,15,22,5,14,3,12,4,6,3,10,5
ACT 1991/10,11,10,17,14,8,8,6,6,4,4,5,4,5,4
ACT 1991/9,7,6,11,10,6,5,1,1,1,1,2,2,3,3
ACT 1993/10,60,13,102,24,36,7,6,2,8,2,24,5,28,8
ACT 1993/11,19,13,30,20,19,11,16,8,11,6,4,4,3,3
ACT 1993/2,27,18,44,24,19,9,10,6,13,9,11,9,12,9
ACT 1993/3,41,21,49,27,28,13,13,7,13,8,10,8,16,10
ACT 1993/4,12,8,37,20,13,7,4,3,12,7,8,5,9,5
ACT 1994/6,12,11,15,14,3,3,6,5,4,4,6,6,4,4
ACT 1994/9,14,12,20,17,10,8,6,4,8,6,7,7,7,6
ACT 1995/4,21,12,40,19,17,8,3,2,6,5,8,6,12,5
ACT 1996/7,22,15,25,17,7,4,6,4,4,4,7,4,12,8
ACT 1997/12,17,13,23,17,9,8,4,3,9,8,7,6,9,6
ACT 1998/12,17,14,23,19,6,5,5,4,8,7,4,4,4,4
ACT 1998/3,22,16,50,25,25,8,5,4,11,6,8,5,6,5
ACT 1998/7,130,49,180,71,51,23,22,9,46,15,44,24,70,27
ACT 1999/12,25,17,36,24,18,12,6,4,9,7,10,8,11,7
ACT 2000/1,24,17,41,29,19,12,8,4,15,9,12,10,7,6
ACT 2000/2,21,14,28,17,17,7,7,6,9,5,9,5,9,8
ACT 2000/4,15,10,21,14,11,8,10,6,2,2,2,2,8,4
ACT 2000/5,71,32,101,45,62,22,25,10,22,9,30,15,25,15
ACT 2000/9,27,12,33,16,18,8,7,4,4,2,12,5,10,5
ACT 2001/12,2,1,2,1,2,1,0,0,2,1,2,1,0,0
ACT 2001/4,25,17,44,30,21,12,7,4,19,11,8,6,7,5
ACT 2001/7,10,4,14,6,6,3,2,1,2,1,2,1,6,2
ACT 2001/8,17,12,22,15,13,7,5,3,11,6,7,5,5,4
ACT 2002/1,55,27,89,44,34,17,32,13,30,11,14,11,30,15
