,airport_code,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups,ATADS_Tracon_Tower,Airport Operations,Class,DDSO Service Area,Date,Facility,IFR Itinerant	Air Carrier,IFR Itinerant	Air Taxi,IFR Itinerant	General Aviation,IFR Itinerant	Military,IFR Itinerant	Total,IFR Overflight	Air Carrier,IFR Overflight	Air Taxi,IFR Overflight	General Aviation,IFR Overflight	Military,IFR Overflight	Total,Local	Civil,Local	Military,Local	Total,Region,State,Total Operations,Tower Operations,VFR Itinerant	Air Carrier,VFR Itinerant	Air Taxi,VFR Itinerant	General Aviation,VFR Itinerant	Military,VFR Itinerant	Total,VFR Overflight	Air Carrier,VFR Overflight	Air Taxi,VFR Overflight	General Aviation,VFR Overflight	Military,VFR Overflight	Total
84,ATL,2003,6,0.0,0.0,2.0,0,2.0,2.0,Tower,74864.0,Combined TRACON & Tower with Radar,ES,06/2003,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,74864.0,54760.0,19133.0,877.0,94.0,74864.0,0.0,0.0,0.0,0.0,0.0
85,ATL,2003,8,0.0,1.0,2.0,0,3.0,3.0,Tower,79459.0,Combined TRACON & Tower with Radar,ES,08/2003,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,79459.0,56821.0,21650.0,864.0,124.0,79459.0,0.0,0.0,0.0,0.0,0.0
86,ATL,2003,9,0.0,0.0,2.0,0,2.0,2.0,Tower,77236.0,Combined TRACON & Tower with Radar,ES,09/2003,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,77236.0,54938.0,21207.0,972.0,119.0,77236.0,0.0,0.0,0.0,0.0,0.0
87,ATL,2003,10,0.0,0.0,1.0,0,1.0,1.0,Tower,81606.0,Combined TRACON & Tower with Radar,ES,10/2003,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,81606.0,57596.0,22582.0,1344.0,84.0,81606.0,0.0,0.0,0.0,0.0,0.0
88,ATL,2003,11,0.0,0.0,3.0,0,3.0,3.0,Tower,76929.0,Combined TRACON & Tower with Radar,ES,11/2003,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,76929.0,54575.0,21310.0,956.0,88.0,76929.0,0.0,0.0,0.0,0.0,0.0
89,ATL,2003,12,0.0,0.0,2.0,0,2.0,2.0,Tower,79697.0,Combined TRACON & Tower with Radar,ES,12/2003,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,79697.0,56906.0,21794.0,914.0,83.0,79697.0,0.0,0.0,0.0,0.0,0.0
90,ATL,2004,1,0.0,0.0,1.0,0,1.0,1.0,Tower,79034.0,Combined TRACON & Tower with Radar,ES,01/2004,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,79034.0,56685.0,21299.0,957.0,93.0,79034.0,0.0,0.0,0.0,0.0,0.0
91,ATL,2004,3,1.0,0.0,2.0,1,3.0,2.0,Tower,83282.0,Combined TRACON & Tower with Radar,ES,03/2004,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,83282.0,59668.0,22363.0,1114.0,137.0,83282.0,0.0,0.0,0.0,0.0,0.0
92,ATL,2004,7,1.0,0.0,1.0,1,2.0,1.0,Tower,82925.0,Combined TRACON & Tower with Radar,ES,07/2004,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,82925.0,60677.0,21267.0,873.0,108.0,82925.0,0.0,0.0,0.0,0.0,0.0
93,ATL,2004,12,0.0,0.0,1.0,0,1.0,1.0,Tower,80367.0,Towers with Radar,ES,12/2004,ATL ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,80367.0,58585.0,20793.0,833.0,156.0,80367.0,0.0,0.0,0.0,0.0,0.0
94,ATL,2006,4,0.0,0.0,1.0,0,1.0,1.0,Tower,79146.0,Towers with Radar,ES,04/2006,ATL ,51928.0,26107.0,634.0,31.0,78700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,79146.0,0.0,121.0,200.0,125.0,446.0,0.0,0.0,0.0,0.0,0.0
95,ATL,2006,7,0.0,0.0,1.0,0,1.0,1.0,Tower,85989.0,Towers with Radar,ES,07/2006,ATL ,60151.0,24820.0,537.0,10.0,85518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,85989.0,0.0,155.0,168.0,148.0,471.0,0.0,0.0,0.0,0.0,0.0
96,ATL,2006,11,0.0,0.0,1.0,0,1.0,1.0,Tower,82658.0,Towers with Radar,ES,11/2006,ATL ,57708.0,21318.0,574.0,20.0,79620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,82658.0,2026.0,742.0,232.0,38.0,3038.0,0.0,0.0,0.0,0.0,0.0
97,ATL,2007,1,1.0,0.0,0.0,0,1.0,1.0,Tower,79360.0,Towers with Radar,ES,01/2007,ATL ,57501.0,21059.0,529.0,35.0,79124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,79360.0,0.0,47.0,158.0,31.0,236.0,0.0,0.0,0.0,0.0,0.0
98,ATL,2007,3,0.0,0.0,1.0,0,1.0,1.0,Tower,82548.0,Towers with Radar,ES,03/2007,ATL ,52849.0,22956.0,678.0,22.0,76505.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,ASO,GA,,82548.0,0.0,5770.0,227.0,38.0,6035.0,0.0,0.0,0.0,0.0,0.0
99,ATL,2007,4,1.0,0.0,0.0,0,1.0,1.0,Tower,80205.0,Towers with Radar,ES,04/2007,ATL ,57245.0,21924.0,712.0,28.0,79909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASO,GA,,80205.0,0.0,43.0,232.0,21.0,296.0,0.0,0.0,0.0,0.0,0.0
100,ATL,2007,5,1.0,0.0,1.0,1,2.0,1.0,Tower,82977.0,Towers with Radar,ES,05/2007,ATL ,61778.0,20051.0,540.0,66.0,82435.0,15.0,7.0,3.0,0.0,25.0,0.0,0.0,0.0,ASO,GA,,83126.0,32.0,19.0,484.0,7.0,542.0,0.0,29.0,87.0,8.0,124.0
101,ATL,2007,7,0.0,1.0,0.0,0,1.0,1.0,Tower,87936.0,Towers with Radar,ES,07/2007,ATL ,64664.0,22208.0,503.0,81.0,87456.0,38.0,11.0,3.0,0.0,52.0,0.0,0.0,0.0,ASO,GA,,88105.0,49.0,10.0,420.0,1.0,480.0,0.0,28.0,85.0,4.0,117.0
102,ATL,2009,1,1.0,1.0,2.0,1,4.0,3.0,Tower,78182.0,Towers with Radar,ES,01/2009,ATL ,58785.0,18762.0,325.0,66.0,77938.0,23.0,6.0,1.0,0.0,30.0,0.0,0.0,0.0,ASO,GA,,78319.0,47.0,64.0,114.0,19.0,244.0,0.0,49.0,44.0,14.0,107.0
103,ATL,2009,3,0.0,1.0,0.0,0,1.0,1.0,Tower,81260.0,Towers with Radar,ES,03/2009,ATL ,59888.0,20603.0,435.0,77.0,81003.0,20.0,1.0,2.0,0.0,23.0,0.0,0.0,0.0,ASO,GA,,81408.0,36.0,15.0,190.0,16.0,257.0,0.0,30.0,83.0,12.0,125.0
104,ATL,2009,6,1.0,0.0,1.0,1,2.0,1.0,Tower,84101.0,Towers with Radar,ES,06/2009,ATL ,61888.0,21454.0,363.0,75.0,83780.0,14.0,8.0,2.0,0.0,24.0,0.0,0.0,0.0,ASO,GA,,84250.0,41.0,16.0,241.0,23.0,321.0,0.0,15.0,93.0,17.0,125.0
105,ATL,2009,10,1.0,1.0,1.0,1,3.0,2.0,Tower,82324.0,Towers with Radar,ES,10/2009,ATL ,62063.0,19572.0,401.0,67.0,82103.0,29.0,18.0,4.0,0.0,51.0,0.0,0.0,0.0,ASO,GA,,82454.0,3.0,1.0,183.0,34.0,221.0,0.0,18.0,48.0,13.0,79.0
106,ATL,2009,11,0.0,0.0,3.0,0,3.0,3.0,Tower,78160.0,Towers with Radar,ES,11/2009,ATL ,58842.0,18581.0,409.0,77.0,77909.0,39.0,10.0,2.0,1.0,52.0,0.0,0.0,0.0,ASO,GA,,78317.0,1.0,19.0,216.0,15.0,251.0,0.0,23.0,66.0,16.0,105.0
107,ATL,2009,12,0.0,0.0,14.0,0,14.0,14.0,Tower,79047.0,Towers with Radar,ES,12/2009,ATL ,58915.0,19318.0,547.0,66.0,78846.0,32.0,17.0,5.0,0.0,54.0,0.0,0.0,0.0,ASO,GA,,79182.0,3.0,31.0,156.0,11.0,201.0,0.0,14.0,52.0,15.0,81.0
108,ATL,2010,1,0.0,0.0,6.0,0,6.0,6.0,Tower,77102.0,Towers with Radar,ES,01/2010,ATL ,57200.0,19134.0,465.0,88.0,76887.0,25.0,7.0,6.0,0.0,38.0,0.0,0.0,0.0,ASO,GA,,77223.0,0.0,22.0,168.0,25.0,215.0,0.0,15.0,55.0,13.0,83.0
109,ATL,2010,2,0.0,0.0,7.0,0,7.0,7.0,Tower,68868.0,Towers with Radar,ES,02/2010,ATL ,50639.0,17538.0,449.0,53.0,68679.0,27.0,10.0,2.0,0.0,39.0,0.0,0.0,0.0,ASO,GA,,68996.0,1.0,23.0,147.0,18.0,189.0,0.0,12.0,67.0,10.0,89.0
110,ATL,2010,3,0.0,0.0,2.0,0,2.0,2.0,Tower,81428.0,Towers with Radar,ES,03/2010,ATL ,59456.0,21232.0,446.0,81.0,81215.0,39.0,17.0,5.0,0.0,61.0,0.0,0.0,0.0,ASO,GA,,81639.0,0.0,17.0,179.0,17.0,213.0,0.0,24.0,97.0,29.0,150.0
111,ATL,2010,5,0.0,0.0,3.0,0,3.0,3.0,Tower,81524.0,Towers with Radar,ES,05/2010,ATL ,61541.0,19204.0,449.0,62.0,81256.0,34.0,13.0,8.0,0.0,55.0,0.0,0.0,0.0,ASO,GA,,81725.0,1.0,17.0,220.0,30.0,268.0,0.0,28.0,101.0,17.0,146.0
112,ATL,2010,7,1.0,0.0,0.0,0,1.0,1.0,Tower,84223.0,Towers with Radar,ES,07/2010,ATL ,64314.0,19276.0,398.0,9.0,83997.0,28.0,5.0,8.0,0.0,41.0,0.0,0.0,0.0,ASO,GA,,84384.0,0.0,21.0,171.0,34.0,226.0,0.0,21.0,71.0,28.0,120.0
113,ATL,2010,9,0.0,0.0,1.0,0,1.0,1.0,Tower,78071.0,Towers with Radar,ES,09/2010,ATL ,60563.0,16710.0,457.0,22.0,77752.0,26.0,5.0,4.0,0.0,35.0,0.0,0.0,0.0,ASO,GA,,78246.0,0.0,25.0,226.0,68.0,319.0,0.0,22.0,91.0,27.0,140.0
114,ATL,2010,11,0.0,0.0,1.0,0,1.0,1.0,Tower,76285.0,Towers with Radar,ES,11/2010,ATL ,58265.0,17399.0,347.0,11.0,76022.0,31.0,13.0,5.0,0.0,49.0,0.0,0.0,0.0,ASO,GA,,76426.0,0.0,87.0,157.0,19.0,263.0,0.0,16.0,54.0,22.0,92.0
115,ATL,2011,2,0.0,0.0,1.0,0,1.0,1.0,Tower,68509.0,Towers with Radar,ES,02/2011,ATL ,51775.0,16140.0,416.0,11.0,68342.0,18.0,8.0,4.0,0.0,30.0,0.0,0.0,0.0,ASO,GA,,68651.0,0.0,30.0,120.0,17.0,167.0,0.0,26.0,67.0,19.0,112.0
116,ATL,2011,3,1.0,0.0,0.0,0,1.0,1.0,Tower,81373.0,Towers with Radar,ES,03/2011,ATL ,61736.0,18958.0,481.0,14.0,81189.0,38.0,11.0,9.0,0.0,58.0,0.0,0.0,0.0,ASO,GA,,81516.0,0.0,16.0,144.0,24.0,184.0,0.0,18.0,58.0,9.0,85.0
117,ATL,2011,5,0.0,3.0,2.0,1,5.0,4.0,Tower,79976.0,Towers with Radar,ES,05/2011,ATL ,63847.0,15483.0,456.0,10.0,79796.0,36.0,9.0,4.0,0.0,49.0,0.0,0.0,0.0,ASO,GA,,80133.0,1.0,6.0,149.0,24.0,180.0,0.0,21.0,76.0,11.0,108.0
118,ATL,2011,6,0.0,0.0,1.0,0,1.0,1.0,Tower,79647.0,Towers with Radar,ES,06/2011,ATL ,63683.0,15370.0,420.0,10.0,79483.0,12.0,5.0,2.0,0.0,19.0,0.0,0.0,0.0,ASO,GA,,79790.0,0.0,26.0,131.0,7.0,164.0,0.0,44.0,74.0,6.0,124.0
119,ATL,2011,10,2.0,1.0,1.0,1,4.0,3.0,Tower,78462.0,Towers with Radar,ES,10/2011,ATL ,62288.0,15502.0,397.0,5.0,78192.0,15.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,ASO,GA,,78600.0,0.0,54.0,200.0,16.0,270.0,0.0,47.0,61.0,12.0,120.0
120,ATL,2011,12,0.0,2.0,0.0,0,2.0,2.0,Tower,74513.0,Towers with Radar,ES,12/2011,ATL ,59332.0,14644.0,283.0,10.0,74269.0,22.0,6.0,5.0,0.0,33.0,0.0,0.0,0.0,ASO,GA,,74618.0,2.0,104.0,126.0,12.0,244.0,0.0,29.0,37.0,6.0,72.0
121,ATL,2012,3,0.0,0.0,1.0,0,1.0,1.0,Tower,80677.0,Towers with Radar,ES,03/2012,ATL ,63159.0,16697.0,479.0,28.0,80363.0,16.0,7.0,3.0,0.0,26.0,0.0,0.0,0.0,ASO,GA,,80800.0,0.0,45.0,201.0,68.0,314.0,0.0,30.0,52.0,15.0,97.0
122,ATL,2013,3,0.0,1.0,0.0,0,1.0,1.0,Tower,79117.0,Towers with Radar,ES,03/2013,ATL ,62818.0,15535.0,445.0,4.0,78802.0,20.0,7.0,4.0,0.0,31.0,0.0,0.0,0.0,ASO,GA,,79237.0,0.0,119.0,189.0,7.0,315.0,0.0,22.0,62.0,5.0,89.0
123,ATL,2013,5,1.0,0.0,1.0,1,2.0,1.0,Tower,78701.0,Towers with Radar,ES,05/2013,ATL ,62703.0,15317.0,429.0,15.0,78464.0,13.0,7.0,1.0,0.0,21.0,0.0,0.0,0.0,ASO,GA,,78789.0,0.0,44.0,182.0,11.0,237.0,0.0,17.0,43.0,7.0,67.0
124,ATL,2013,6,0.0,0.0,1.0,0,1.0,1.0,Tower,78173.0,Towers with Radar,ES,06/2013,ATL ,62230.0,15313.0,429.0,9.0,77981.0,28.0,8.0,1.0,0.0,37.0,0.0,0.0,0.0,ASO,GA,,78291.0,0.0,29.0,154.0,9.0,192.0,0.0,42.0,38.0,1.0,81.0
125,ATL,2014,1,0.0,1.0,0.0,0,1.0,1.0,Tower,68343.0,Towers with Radar,ES,01/2014,ATL ,54937.0,12701.0,510.0,13.0,68161.0,14.0,4.0,3.0,0.0,21.0,0.0,0.0,0.0,ASO,GA,,68436.0,0.0,7.0,163.0,12.0,182.0,0.0,33.0,30.0,9.0,72.0
126,ATL,2014,9,1.0,0.0,0.0,0,1.0,1.0,Tower,71288.0,Towers with Radar,ES,09/2014,ATL ,61175.0,9417.0,489.0,14.0,71095.0,17.0,2.0,1.0,1.0,21.0,0.0,0.0,0.0,ASO,GA,,71389.0,0.0,9.0,177.0,7.0,193.0,0.0,33.0,41.0,6.0,80.0
127,ATL,2014,11,0.0,0.0,1.0,0,1.0,1.0,Tower,69211.0,Towers with Radar,ES,11/2014,ATL ,60774.0,7794.0,420.0,6.0,68994.0,17.0,2.0,6.0,0.0,25.0,0.0,0.0,0.0,ASO,GA,,69339.0,1.0,7.0,204.0,5.0,217.0,0.0,55.0,39.0,9.0,103.0
128,ATL,2016,10,0.0,0.0,1.0,0,1.0,1.0,Tower,75774.0,Towers with Radar,ES,10/2016,ATL ,67382.0,7637.0,545.0,13.0,75577.0,12.0,8.0,51.0,,74.0,0.0,0.0,0.0,ASO,GA,,76186.0,,12.0,181.0,3.0,197.0,,140.0,190.0,8.0,338.0
129,ATL,2017,6,0.0,1.0,0.0,0,1.0,1.0,Tower,77398.0,Towers with Radar,ES,06/2017,ATL ,68479.0,8260.0,513.0,3.0,77255.0,61.0,16.0,43.0,,124.0,0.0,0.0,0.0,ASO,GA,,77774.0,,7.0,131.0,5.0,143.0,,101.0,142.0,9.0,252.0
130,ATL,2018,4,0.0,1.0,0.0,0,1.0,1.0,Tower,75193.0,Towers with Radar,ES,04/2018,ATL ,67535.0,6988.0,530.0,7.0,75060.0,87.0,17.0,37.0,,142.0,0.0,0.0,0.0,ASO,GA,,75596.0,,7.0,124.0,2.0,133.0,,126.0,123.0,12.0,261.0
131,ATL,2019,4,0.0,1.0,0.0,0,1.0,1.0,Tower,75669.0,Towers with Radar,ES,04/2019,ATL ,67850.0,7128.0,498.0,18.0,75494.0,45.0,12.0,47.0,,104.0,0.0,0.0,0.0,ASO,GA,,76052.0,,13.0,159.0,3.0,175.0,,122.0,148.0,9.0,279.0
132,ATL,2019,6,0.0,0.0,1.0,0,1.0,1.0,Tower,78280.0,Towers with Radar,ES,06/2019,ATL ,70323.0,7380.0,389.0,6.0,78098.0,36.0,13.0,41.0,1.0,91.0,0.0,0.0,0.0,ASO,GA,,78623.0,0.0,13.0,166.0,3.0,182.0,0.0,98.0,144.0,10.0,252.0
133,AUS,1988,1,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,AUS,1988,4,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,AUS,1988,5,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,AUS,1988,6,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,AUS,1988,8,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,AUS,1988,9,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,AUS,1988,10,0.0,0.0,2.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,AUS,1988,11,0.0,0.0,2.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,AUS,1989,1,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,AUS,1989,3,0.0,0.0,2.0,0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,AUS,1989,5,0.0,0.0,1.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,AUS,1989,10,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,10/1989,AUS ,5282.0,2211.0,10484.0,3094.0,21071.0,4.0,156.0,1761.0,148.0,2069.0,,,,ASW,TX,23140.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,AUS,1990,2,0.0,1.0,1.0,0,2.0,2.0,Tracon,,Towers with Radar,CE,02/1990,AUS ,4718.0,2132.0,8564.0,2849.0,18263.0,0.0,114.0,1273.0,178.0,1565.0,,,,ASW,TX,19828.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,AUS,1990,3,0.0,0.0,2.0,0,2.0,2.0,Tracon,,Towers with Radar,CE,03/1990,AUS ,5218.0,2721.0,9670.0,3323.0,20932.0,0.0,179.0,1495.0,165.0,1839.0,,,,ASW,TX,22771.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,AUS,1990,6,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,06/1990,AUS ,5053.0,2560.0,10257.0,2744.0,20614.0,0.0,135.0,1791.0,215.0,2141.0,,,,ASW,TX,22755.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,AUS,1990,8,0.0,0.0,4.0,0,4.0,4.0,Tracon,,Towers with Radar,CE,08/1990,AUS ,5369.0,2739.0,10624.0,3091.0,21823.0,0.0,157.0,1861.0,213.0,2231.0,,,,ASW,TX,24054.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,AUS,1991,2,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,02/1991,AUS ,4615.0,1548.0,8438.0,2042.0,16643.0,20.0,235.0,1400.0,119.0,1774.0,,,,ASW,TX,18417.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,AUS,1991,4,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,04/1991,AUS ,5074.0,1557.0,8609.0,2036.0,17276.0,14.0,154.0,1488.0,165.0,1821.0,,,,ASW,TX,19097.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,AUS,1992,1,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,01/1992,AUS ,5198.0,1457.0,8382.0,1579.0,16616.0,13.0,241.0,1251.0,214.0,1719.0,,,,ASW,TX,18335.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,AUS,1992,2,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,02/1992,AUS ,4788.0,1436.0,9363.0,1716.0,17303.0,6.0,238.0,1433.0,239.0,1916.0,,,,ASW,TX,19219.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,AUS,1992,3,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,03/1992,AUS ,5285.0,1609.0,9876.0,1982.0,18752.0,10.0,280.0,1683.0,240.0,2213.0,,,,ASW,TX,20965.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,AUS,1992,4,0.0,1.0,0.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,04/1992,AUS ,5159.0,1561.0,9745.0,1934.0,18399.0,30.0,297.0,1656.0,237.0,2220.0,,,,ASW,TX,20619.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,AUS,1992,10,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,10/1992,AUS ,5608.0,1792.0,11378.0,1339.0,20117.0,5.0,322.0,1955.0,231.0,2513.0,,,,ASW,TX,22630.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,AUS,1992,11,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,11/1992,AUS ,4940.0,1516.0,9381.0,1162.0,16999.0,13.0,274.0,1837.0,185.0,2309.0,,,,ASW,TX,19308.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,AUS,1993,4,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,04/1993,AUS ,5542.0,1714.0,10309.0,1256.0,18821.0,18.0,354.0,1736.0,176.0,2284.0,,,,ASW,TX,21105.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,AUS,1993,5,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,05/1993,AUS ,5647.0,1710.0,10582.0,1225.0,19164.0,13.0,284.0,1667.0,166.0,2130.0,,,,ASW,TX,21294.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,AUS,1993,7,0.0,0.0,2.0,0,2.0,2.0,Tracon,,Towers with Radar,CE,07/1993,AUS ,5673.0,1958.0,10837.0,1089.0,19557.0,12.0,208.0,2062.0,194.0,2476.0,,,,ASW,TX,22033.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,AUS,1993,11,0.0,0.0,1.0,0,1.0,1.0,Tracon,,Towers with Radar,CE,11/1993,AUS ,5601.0,1831.0,9357.0,1190.0,17979.0,23.0,303.0,1778.0,158.0,2262.0,,,,ASW,TX,20241.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,AUS,1994,1,0.0,0.0,1.0,0,1.0,1.0,Tower,14205.0,Towers with Radar,CE,01/1994,AUS ,5433.0,1509.0,5786.0,238.0,12966.0,0.0,0.0,0.0,0.0,0.0,154.0,8.0,162.0,ASW,TX,,14205.0,374.0,239.0,380.0,84.0,1077.0,0.0,0.0,0.0,0.0,0.0
162,AUS,1994,3,0.0,1.0,0.0,0,1.0,1.0,Tower,17021.0,Towers with Radar,CE,03/1994,AUS ,5622.0,1809.0,7686.0,422.0,15539.0,0.0,0.0,0.0,0.0,0.0,270.0,10.0,280.0,ASW,TX,,17021.0,433.0,222.0,444.0,103.0,1202.0,0.0,0.0,0.0,0.0,0.0
163,AUS,1994,6,0.0,0.0,1.0,0,1.0,1.0,Tower,16874.0,Towers with Radar,CE,06/1994,AUS ,5892.0,1787.0,7721.0,414.0,15814.0,0.0,0.0,0.0,0.0,0.0,172.0,4.0,176.0,ASW,TX,,16874.0,252.0,191.0,341.0,100.0,884.0,0.0,0.0,0.0,0.0,0.0
164,AUS,1994,8,0.0,0.0,2.0,0,2.0,2.0,Tower,16610.0,Towers with Radar,CE,08/1994,AUS ,6150.0,1709.0,7315.0,348.0,15522.0,0.0,0.0,0.0,0.0,0.0,184.0,26.0,210.0,ASW,TX,,16610.0,289.0,201.0,290.0,98.0,878.0,0.0,0.0,0.0,0.0,0.0
165,AUS,1994,9,0.0,0.0,3.0,0,3.0,3.0,Tower,16823.0,Towers with Radar,CE,09/1994,AUS ,5885.0,1634.0,7758.0,312.0,15589.0,0.0,0.0,0.0,0.0,0.0,162.0,20.0,182.0,ASW,TX,,16823.0,283.0,227.0,440.0,102.0,1052.0,0.0,0.0,0.0,0.0,0.0
166,AUS,1994,10,0.0,0.0,1.0,0,1.0,1.0,Tower,16756.0,Towers with Radar,CE,10/1994,AUS ,6079.0,1544.0,3280.0,134.0,11037.0,0.0,0.0,0.0,0.0,0.0,84.0,6.0,90.0,ASW,TX,,16756.0,455.0,328.0,4631.0,215.0,5629.0,0.0,0.0,0.0,0.0,0.0
167,AUS,1994,11,0.0,0.0,2.0,0,2.0,2.0,Tower,16133.0,Towers with Radar,CE,11/1994,AUS ,5699.0,1544.0,3477.0,122.0,10842.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,ASW,TX,,16133.0,367.0,258.0,4329.0,293.0,5247.0,0.0,0.0,0.0,0.0,0.0
168,AUS,1995,1,0.0,0.0,1.0,0,1.0,1.0,Tower,16380.0,Towers with Radar,CE,01/1995,AUS ,5976.0,1541.0,2886.0,113.0,10516.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,338.0,ASW,TX,,16380.0,392.0,340.0,4496.0,298.0,5526.0,0.0,0.0,0.0,0.0,0.0
169,AUS,1995,2,1.0,0.0,1.0,1,2.0,1.0,Tower,14571.0,Towers with Radar,CE,02/1995,AUS ,5222.0,1367.0,2800.0,99.0,9488.0,0.0,0.0,0.0,0.0,0.0,144.0,10.0,154.0,ASW,TX,,14571.0,432.0,298.0,3946.0,253.0,4929.0,0.0,0.0,0.0,0.0,0.0
