Acronym,acronym,Fullform5,link3
ALY,aly,El Nouzha Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ALZ,alz,Alitak Seaplane Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMA,ama,Rick Husband Amarillo International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMB,amb,Ambilobe Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMC,amc,Am Timan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMD,amd,Sardar Vallabhbhai Patel International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AME,ame,Alto Molocue Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMF,amf,Ama Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMG,amg,Amboin Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMH,amh,Arba Minch Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMI,ami,Selaparang Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMJ,amj,Almenara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMK,amk,Animas Air Park ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AML,aml,Puerto Armuelles Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMM,amm,Queen Alia International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMN,amn,Gratiot Community Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMO,amo,Mao Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMP,amp,Ampanihy Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMQ,amq,Pattimura Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMS,ams,Amsterdam Airport Schiphol,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMT,amt,Amata Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMU,amu,Amanab Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMV,amv,Amderma Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMW,amw,Ames Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMX,amx,Ammaroo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMY,amy,Ambatomainty Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AMZ,amz,Ardmore Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANB,anb,Anniston Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANC,anc,Ted Stevens Anchorage International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AND,and,Anderson Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANE,ane,Angers – Loire Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANF,anf,Cerro Moreno International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANG,ang,Angoulême – Cognac International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANI,ani,Aniak Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANJ,anj,Zanaga Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANK,ank,Etimesgut Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANL,anl,Andulo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANM,anm,Antsirabato Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANN,ann,Annette Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANO,ano,Angoche Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANP,anp,Lee Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANQ,anq,Tri-State Steuben County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANR,anr,Antwerp International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANS,ans,Andahuaylas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANU,anu,V. C. Bird International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANV,anv,Anvik Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANW,anw,Ainsworth Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANX,anx,"Andøya Airport, Andenes",https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANY,any,Anthony Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ANZ,anz,Angus Downs Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOA,aoa,Aroa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOB,aob,Annanberg Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOC,aoc,Leipzig–Altenburg Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOD,aod,Abou-Deïa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOE,aoe,Anadolu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOG,aog,Anshan Teng'ao Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOH,aoh,Lima Allen County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOI,aoi,Ancona Falconara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOJ,aoj,Aomori Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOK,aok,Karpathos Island National Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOL,aol,Paso de los Libres Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOM,aom,Adam Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AON,aon,Arona Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOO,aoo,Altoona–Blair County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOP,aop,Alférez FAP Alfredo Vladimir Sara Bauer Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOR,aor,Sultan Abdul Halim Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOS,aos,Amook Bay Seaplane Base ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOT,aot,Aosta Valley Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AOU,aou,Attapeu International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APA,apa,Centennial Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APB,apb,Apolo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APC,apc,Napa County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APF,apf,Naples Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APG,apg,Phillips Army Airfield,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APH,aph,A.P. Hill Army Airfield,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
API,api,Captain Luis F. Gómez Niño Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APK,apk,Apataki Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APL,apl,Nampula Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APN,apn,Alpena County Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APO,apo,Antonio Roldán Betancourt Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APP,app,Asapa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APQ,apq,Arapiraca Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APR,apr,April River Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APS,aps,Anápolis Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APT,apt,Marion County Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APU,apu,Apucarana Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APV,apv,Apple Valley Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APW,apw,Faleolo International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APX,apx,Arapongas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APY,apy,Alto Parnaíba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
APZ,apz,Zapala Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQA,aqa,Araraquara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQB,aqb,Quiché Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQG,aqg,Anqing Tianzhushan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQI,aqi,Al Qaisumah/Hafr Al Batin Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQJ,aqj,King Hussein International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQM,aqm,Ariquemes Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQP,aqp,Rodríguez Ballón International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQS,aqs,Saqani Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AQY,aqy,Girdwood Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARA,ara,Acadiana Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARB,arb,Ann Arbor Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARC,arc,Arctic Village Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARD,ard,Alor Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARE,are,Antonio ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARF,arf,Acaricuara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARG,arg,Walnut Ridge Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARH,arh,Talagi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARI,ari,Chacalluta International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARJ,arj,Arso Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARK,ark,Arusha Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARL,arl,Arly Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARM,arm,Armidale Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARN,arn,Stockholm Arlanda Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARO,aro,Arboletes Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARP,arp,Aragip Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARQ,arq,El Troncal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARR,arr,Alto Río Senguer Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARS,ars,Aragarças Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ART,art,Watertown International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARU,aru,Araçatuba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARV,arv,Lakeland Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARW,arw,Arad International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARY,ary,Ararat Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ARZ,arz,N'zeto Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASA,asa,Assab International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASB,asb,Ashgabat International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASC,asc,Ascención de Guarayos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASD,asd,Andros Town International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASE,ase,Aspen–Pitkin County Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASF,asf,Narimanovo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASG,asg,Ashburton Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASH,ash,Nashua Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASI,asi,RAF Ascension Island ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASJ,asj,Amami Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASK,ask,Yamoussoukro Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASL,asl,Harrison County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASM,asm,Asmara International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASN,asn,Talladega Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASO,aso,Asosa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASP,asp,Alice Springs Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASQ,asq,Austin Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASR,asr,Erkilet International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AST,ast,Astoria Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASU,asu,Silvio Pettirossi International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASV,asv,Amboseli Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASW,asw,Aswan International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASX,asx,John F. Kennedy Memorial Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASY,asy,Ashley Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ASZ,asz,Asirim Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATA,ata,Comandante FAP Germán Arias Graziani Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATB,atb,Atbara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATC,atc,Arthur's Town Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATD,atd,Uru Harbour Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATE,ate,Antlers Municipal Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATF,atf,Chachoan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATG,atg,PAF Base Minhas,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATH,ath,Athens International Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATI,ati,Artigas International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATJ,atj,Antsirabe Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATK,atk,Atqasuk Edward Burnell Sr. Memorial Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATL,atl,Hartsfield–Jackson Atlanta International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATM,atm,Altamira Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATN,atn,Namatanai Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATO,ato,Ohio University Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATP,atp,Aitape Airstrip,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATQ,atq,Sri Guru Ram Dass Jee International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATR,atr,Atar International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATS,ats,Artesia Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATT,att,Atmautluak Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATU,atu,Casco Cove Coast Guard Station,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATV,atv,Ati Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATW,atw,Appleton International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATX,atx,Atbasar Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATY,aty,Watertown Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ATZ,atz,Assiut Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUA,aua,Queen Beatrix International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUC,auc,Santiago Pérez Quiroz Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUD,aud,Augustus Downs Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUE,aue,Abu Rudeis Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUF,auf,Auxerre – Branches Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUG,aug,Augusta State Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUH,auh,Abu Dhabi International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUI,aui,Aua Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUJ,auj,Ambunti Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUK,auk,Alakanuk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUL,aul,Aur Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUM,aum,Austin Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUN,aun,Auburn Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUO,auo,Auburn University Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUP,aup,Agaun Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUQ,auq,Atuona Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUR,aur,Aurillac – Tronquières Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUS,aus,Austin–Bergstrom International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUT,aut,Atauro Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUU,auu,Aurukun Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUV,auv,Aumo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUW,auw,Wausau Downtown Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUX,aux,Araguaína Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AUY,auy,Anatom Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
