,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform,nasa_fullform,hand_fullform2,add_to_realworld_dictionary,add_to_airport,mispelled_word_fix
farmingdale,52,1,neg_nonword,,,,,,,,
civit,52,1,neg_nonword,,,,,,,,
wooly,52,1,neg_nonword,,,,,,,,
gtu,52,1,neg_nonword,,,,,,,,
bangor,52,1,neg_nonword,,,,,,,,
dietz,52,1,neg_nonword,,,,,,,,
cartr,52,1,neg_nonword,,,,,,,,
burke,51,1,neg_nonword,,,,,,,,
caldwell,51,1,neg_nonword,,,,,,,,
pretkof,51,1,neg_nonword,,,,,,,,
vmo,51,1,neg_nonword,,,,,,,,
hg,51,1,neg_nonword,,,,,,,,
edwards,51,1,neg_nonword,,,,,,,,
iiu,51,1,neg_nonword,,,,,,,,
spl,51,1,neg_nonword,,,,,,,,
seatbelts,51,1,neg_nonword,,,,,,,,
holtz,51,1,neg_nonword,,,,,,,,
snrkl,51,1,neg_nonword,,,,,,,,
marcs,51,1,neg_nonword,,,,,,,,
emb,51,1,neg_nonword,,,,,,,,
rustt,51,1,neg_nonword,,,,,,,,
homrr,51,1,neg_nonword,,,,,,,,
disney,51,1,neg_nonword,,,,,,,,
mizar,51,1,neg_nonword,,,,,,,,
stonz,51,1,neg_nonword,,,,,,,,
july,51,1,neg_nonword,,,,,,,,
xxc,51,1,neg_nonword,,,,,,,,
redline,50,1,neg_nonword,,,,,,,,
ak,50,1,neg_nonword,,,,,,,,
depressurized,50,1,neg_nonword,,,,,,,,
seevr,50,1,neg_nonword,,,,,,,,
airmanship,50,1,neg_nonword,,,,,,,,
opd,50,1,neg_nonword,,,,,,,,
resequencing,50,1,neg_nonword,,,,,,,,
freeport,50,1,neg_nonword,,,,,,,,
ltown,50,1,neg_nonword,,,,,,,,
saratoga,49,1,neg_nonword,,,,,,,,
rted,49,1,neg_nonword,,,,,,,,
kerrs,49,1,neg_nonword,,,,,,,,
banyo,49,1,neg_nonword,,,,,,,,
elvae,49,1,neg_nonword,,,,,,,,
moline,49,1,neg_nonword,,,,,,,,
afds,49,1,neg_nonword,,,,,,,,
tonto,49,1,neg_nonword,,,,,,,,
airwork,49,1,neg_nonword,,,,,,,,
baret,49,1,neg_nonword,,,,,,,,
rzc,49,1,neg_nonword,,,,,,,,
mfdu,49,1,neg_nonword,,,,,,,,
june,49,1,neg_nonword,,,,,,,,
jen,49,1,neg_nonword,,,,,,,,
wagge,49,1,neg_nonword,,,,,,,,
tyndall,49,1,neg_nonword,,,,,,,,
crewmember,48,1,neg_nonword,,,,,,,,
european,48,1,neg_nonword,,,,,,,,
rainshowers,48,1,neg_nonword,,,,,,,,
stapleton,48,1,neg_nonword,,,,,,,,
plting,48,1,neg_nonword,,,,,,,,
fgs,48,1,neg_nonword,,,,,,,,
cftt,48,1,neg_nonword,,,,,,,,
janny,48,1,neg_nonword,,,,,,,,
ksino,48,1,neg_nonword,,,,,,,,
guardia,48,1,neg_nonword,,,,,,,,
rebrief,48,1,neg_nonword,,,,,,,,
cheyenne,48,1,neg_nonword,,,,,,,,
grene,48,1,neg_nonword,,,,,,,,
tyssn,48,1,neg_nonword,,,,,,,,
thndr,48,1,neg_nonword,,,,,,,,
edt,48,1,neg_nonword,,,,,,,,
clarksburg,47,1,neg_nonword,,,,,,,,
unbeknownst,47,1,neg_nonword,,,,,,,,
taffs,47,1,neg_nonword,,,,,,,,
cadc,47,1,neg_nonword,,,,,,,,
offline,47,1,neg_nonword,,,,,,,,
intrail,47,1,neg_nonword,,,,,,,,
cancun,47,1,neg_nonword,,,,,,,,
asalt,47,1,neg_nonword,,,,,,,,
robbinsville,47,1,neg_nonword,,,,,,,,
reedr,47,1,neg_nonword,,,,,,,,
cetus,47,1,neg_nonword,,,,,,,,
pc,47,1,neg_nonword,,,,,,,,
bahamas,47,1,neg_nonword,,,,,,,,
airmets,47,1,neg_nonword,,,,,,,,
metroliner,47,1,neg_nonword,,,,,,,,
laxx,47,1,neg_nonword,,,,,,,,
erj,46,1,neg_nonword,,,,,,,,
utare,46,1,neg_nonword,,,,,,,,
casper,46,1,neg_nonword,,,,,,,,
decombined,46,1,neg_nonword,,,,,,,,
jaksn,46,1,neg_nonword,,,,,,,,
reintercepted,46,1,neg_nonword,,,,,,,,
muni,46,1,neg_nonword,,,,,,,,
trenton,46,1,neg_nonword,,,,,,,,
trups,46,1,neg_nonword,,,,,,,,
indy,46,1,neg_nonword,,,,,,,,
xxy,46,1,neg_nonword,,,,,,,,
kaddy,46,1,neg_nonword,,,,,,,,
briefers,46,1,neg_nonword,,,,,,,,
stby,45,1,neg_nonword,,,,,,,,
dornier,45,1,neg_nonword,,,,,,,,
wonce,45,1,neg_nonword,,,,,,,,
symbology,45,1,neg_nonword,,,,,,,,
brusr,45,1,neg_nonword,,,,,,,,
karla,45,1,neg_nonword,,,,,,,,
giv,45,1,neg_nonword,,,,,,,,
skoll,45,1,neg_nonword,,,,,,,,
westwind,45,1,neg_nonword,,,,,,,,
kingston,45,1,neg_nonword,,,,,,,,
mgrs,45,1,neg_nonword,,,,,,,,
naved,45,1,neg_nonword,,,,,,,,
adena,45,1,neg_nonword,,,,,,,,
charles,45,1,neg_nonword,,,,,,,,
maxxo,45,1,neg_nonword,,,,,,,,
beaufort,44,1,neg_nonword,,,,,,,,
appr,44,1,neg_nonword,,,,,,,,
romen,44,1,neg_nonword,,,,,,,,
tfd,44,1,neg_nonword,,,,,,,,
dumbarton,44,1,neg_nonword,,,,,,,,
ftz,44,1,neg_nonword,,,,,,,,
rv,44,1,neg_nonword,,,,,,,,
watsonville,44,1,neg_nonword,,,,,,,,
kayla,44,1,neg_nonword,,,,,,,,
ryy,44,1,neg_nonword,,,,,,,,
jasen,44,1,neg_nonword,,,,,,,,
etx,44,1,neg_nonword,,,,,,,,
stepdowns,44,1,neg_nonword,,,,,,,,
widebody,44,1,neg_nonword,,,,,,,,
suzzi,44,1,neg_nonword,,,,,,,,
vings,43,1,neg_nonword,,,,,,,,
fillmore,43,1,neg_nonword,,,,,,,,
ws,43,1,neg_nonword,,,,,,,,
pitts,43,1,neg_nonword,,,,,,,,
hamilton,43,1,neg_nonword,,,,,,,,
metroplex,43,1,neg_nonword,,,,,,,,
coatt,43,1,neg_nonword,,,,,,,,
casanova,43,1,neg_nonword,,,,,,,,
lh,43,1,neg_nonword,,,,,,,,
selcal,43,1,neg_nonword,,,,,,,,
jepp,42,1,neg_nonword,,,,,,,,
wilkes,42,1,neg_nonword,,,,,,,,
clfff,42,1,neg_nonword,,,,,,,,
brunswick,42,1,neg_nonword,,,,,,,,
naples,42,1,neg_nonword,,,,,,,,
locka,42,1,neg_nonword,,,,,,,,
dublin,42,1,neg_nonword,,,,,,,,
ndz,42,1,neg_nonword,,,,,,,,
misinterps,42,1,neg_nonword,,,,,,,,
mixup,42,1,neg_nonword,,,,,,,,
david,42,1,neg_nonword,,,,,,,,
grey,42,1,neg_nonword,,,,,,,,
gibbz,42,1,neg_nonword,,,,,,,,
zulu,42,1,neg_nonword,,,,,,,,
mddog,41,1,neg_nonword,,,,,,,,
locs,41,1,neg_nonword,,,,,,,,
mazie,41,1,neg_nonword,,,,,,,,
quantico,41,1,neg_nonword,,,,,,,,
robbi,41,1,neg_nonword,,,,,,,,
tipton,41,1,neg_nonword,,,,,,,,
gpm,41,1,neg_nonword,,,,,,,,
dewpoint,41,1,neg_nonword,,,,,,,,
gardner,41,1,neg_nonword,,,,,,,,
tamiami,41,1,neg_nonword,,,,,,,,
wy,41,1,neg_nonword,,,,,,,,
willt,41,1,neg_nonword,,,,,,,,
miscompare,41,1,neg_nonword,,,,,,,,
salisbury,41,1,neg_nonword,,,,,,,,
retune,41,1,neg_nonword,,,,,,,,
glareshield,41,1,neg_nonword,,,,,,,,
julian,41,1,neg_nonword,,,,,,,,
oshkosh,41,1,neg_nonword,,,,,,,,
foggles,41,1,neg_nonword,,,,,,,,
doccs,41,1,neg_nonword,,,,,,,,
symon,41,1,neg_nonword,,,,,,,,
lgciu,41,1,neg_nonword,,,,,,,,
rerted,41,1,neg_nonword,,,,,,,,
trexx,41,1,neg_nonword,,,,,,,,
chkpoints,41,1,neg_nonword,,,,,,,,
oversped,41,1,neg_nonword,,,,,,,,
bayst,41,1,neg_nonword,,,,,,,,
germany,40,1,neg_nonword,,,,,,,,
ri,40,1,neg_nonword,,,,,,,,
terre,40,1,neg_nonword,,,,,,,,
tomsn,40,1,neg_nonword,,,,,,,,
scratchpad,40,1,neg_nonword,,,,,,,,
ubg,40,1,neg_nonword,,,,,,,,
emj,40,1,neg_nonword,,,,,,,,
fairchild,40,1,neg_nonword,,,,,,,,
frdmm,40,1,neg_nonword,,,,,,,,
fmcs,40,1,neg_nonword,,,,,,,,
bonvl,40,1,neg_nonword,,,,,,,,
rechking,40,1,neg_nonword,,,,,,,,
camarillo,40,1,neg_nonword,,,,,,,,
troutdale,40,1,neg_nonword,,,,,,,,
domno,40,1,neg_nonword,,,,,,,,
paleo,40,1,neg_nonword,,,,,,,,
bremerton,40,1,neg_nonword,,,,,,,,
deland,40,1,neg_nonword,,,,,,,,
mvas,40,1,neg_nonword,,,,,,,,
arwys,40,1,neg_nonword,,,,,,,,
hagerstown,39,1,neg_nonword,,,,,,,,
gulfport,39,1,neg_nonword,,,,,,,,
eliot,39,1,neg_nonword,,,,,,,,
ctrs,39,1,neg_nonword,,,,,,,,
depressurization,39,1,neg_nonword,,,,,,,,
ai,39,1,neg_nonword,,,,,,,,
tcad,39,1,neg_nonword,,,,,,,,
beechjet,39,1,neg_nonword,,,,,,,,
overwing,39,1,neg_nonword,,,,,,,,
bambe,39,1,neg_nonword,,,,,,,,
alamitos,39,1,neg_nonword,,,,,,,,
oed,39,1,neg_nonword,,,,,,,,
magu,39,1,neg_nonword,,,,,,,,
downe,39,1,neg_nonword,,,,,,,,
ctlable,39,1,neg_nonword,,,,,,,,
vkx,39,1,neg_nonword,,,,,,,,
operrors,39,1,neg_nonword,,,,,,,,
florence,39,1,neg_nonword,,,,,,,,
macey,39,1,neg_nonword,,,,,,,,
mirok,39,1,neg_nonword,,,,,,,,
hartsfield,38,1,neg_nonword,,,,,,,,
skler,38,1,neg_nonword,,,,,,,,
dalas,38,1,neg_nonword,,,,,,,,
delmo,38,1,neg_nonword,,,,,,,,
twred,38,1,neg_nonword,,,,,,,,
atcs,38,1,neg_nonword,,,,,,,,
mather,38,1,neg_nonword,,,,,,,,
arounds,38,1,neg_nonword,,,,,,,,
leveloffs,38,1,neg_nonword,,,,,,,,
misident,38,1,neg_nonword,,,,,,,,
victoria,38,1,neg_nonword,,,,,,,,
hughes,38,1,neg_nonword,,,,,,,,
rh,38,1,neg_nonword,,,,,,,,
pfds,38,1,neg_nonword,,,,,,,,
halie,38,1,neg_nonword,,,,,,,,
kahului,38,1,neg_nonword,,,,,,,,
parkk,38,1,neg_nonword,,,,,,,,
xings,38,1,neg_nonword,,,,,,,,
prino,37,1,neg_nonword,,,,,,,,
cali,37,1,neg_nonword,,,,,,,,
preflting,37,1,neg_nonword,,,,,,,,
mitoe,37,1,neg_nonword,,,,,,,,
qwike,37,1,neg_nonword,,,,,,,,
na,37,1,neg_nonword,,,,,,,,
sigmets,37,1,neg_nonword,,,,,,,,
fogog,37,1,neg_nonword,,,,,,,,
skyhawk,37,1,neg_nonword,,,,,,,,
dymon,37,1,neg_nonword,,,,,,,,
lambert,37,1,neg_nonword,,,,,,,,
hopkins,37,1,neg_nonword,,,,,,,,
rosslyn,37,1,neg_nonword,,,,,,,,
ctring,37,1,neg_nonword,,,,,,,,
gep,37,1,neg_nonword,,,,,,,,
cwp,37,1,neg_nonword,,,,,,,,
hanscom,37,1,neg_nonword,,,,,,,,
cqy,37,1,neg_nonword,,,,,,,,
cataw,37,1,neg_nonword,,,,,,,,
maule,37,1,neg_nonword,,,,,,,,
zeekk,37,1,neg_nonword,,,,,,,,
oshnn,37,1,neg_nonword,,,,,,,,
karyn,37,1,neg_nonword,,,,,,,,
bermuda,36,1,neg_nonword,,,,,,,,
aldan,36,1,neg_nonword,,,,,,,,
hec,36,1,neg_nonword,,,,,,,,
grande,36,1,neg_nonword,,,,,,,,
oveto,36,1,neg_nonword,,,,,,,,
glenview,36,1,neg_nonword,,,,,,,,
miing,36,1,neg_nonword,,,,,,,,
dixxn,36,1,neg_nonword,,,,,,,,
sinca,36,1,neg_nonword,,,,,,,,
knox,36,1,neg_nonword,,,,,,,,
qball,36,1,neg_nonword,,,,,,,,
fernando,36,1,neg_nonword,,,,,,,,
ecu,36,1,neg_nonword,,,,,,,,
aircrews,36,1,neg_nonword,,,,,,,,
mcconnell,36,1,neg_nonword,,,,,,,,
judgements,36,1,neg_nonword,,,,,,,,
deana,36,1,neg_nonword,,,,,,,,
ekm,36,1,neg_nonword,,,,,,,,
xferring,36,1,neg_nonword,,,,,,,,
gregs,36,1,neg_nonword,,,,,,,,
tijuana,36,1,neg_nonword,,,,,,,,
guire,36,1,neg_nonword,,,,,,,,
bearz,35,1,neg_nonword,,,,,,,,
nxx,35,1,neg_nonword,,,,,,,,
bpr,35,1,neg_nonword,,,,,,,,
crestview,35,1,neg_nonword,,,,,,,,
kagle,35,1,neg_nonword,,,,,,,,
lanna,35,1,neg_nonword,,,,,,,,
danbury,35,1,neg_nonword,,,,,,,,
campbell,35,1,neg_nonword,,,,,,,,
hobbs,35,1,neg_nonword,,,,,,,,
totalizer,35,1,neg_nonword,,,,,,,,
unctlable,35,1,neg_nonword,,,,,,,,
johnson,35,1,neg_nonword,,,,,,,,
himom,35,1,neg_nonword,,,,,,,,
crossfeed,35,1,neg_nonword,,,,,,,,
knik,35,1,neg_nonword,,,,,,,,
terri,35,1,neg_nonword,,,,,,,,
taipei,35,1,neg_nonword,,,,,,,,
alameda,35,1,neg_nonword,,,,,,,,
lycoming,35,1,neg_nonword,,,,,,,,
pappi,35,1,neg_nonword,,,,,,,,
cowby,35,1,neg_nonword,,,,,,,,
marit,35,1,neg_nonword,,,,,,,,
subic,35,1,neg_nonword,,,,,,,,
zee,35,1,neg_nonword,,,,,,,,
hoagi,34,1,neg_nonword,,,,,,,,
hemet,34,1,neg_nonword,,,,,,,,
silex,34,1,neg_nonword,,,,,,,,
blythe,34,1,neg_nonword,,,,,,,,
eddna,34,1,neg_nonword,,,,,,,,
oct,34,1,neg_nonword,,,,,,,,
dehavilland,34,1,neg_nonword,,,,,,,,
ctrlines,34,1,neg_nonword,,,,,,,,
westover,34,1,neg_nonword,,,,,,,,
norac,34,1,neg_nonword,,,,,,,,
comms,34,1,neg_nonword,,,,,,,,
gaithersburg,34,1,neg_nonword,,,,,,,,
ormond,34,1,neg_nonword,,,,,,,,
dorval,34,1,neg_nonword,,,,,,,,
kenton,34,1,neg_nonword,,,,,,,,
davis,34,1,neg_nonword,,,,,,,,
meade,34,1,neg_nonword,,,,,,,,
povoc,34,1,neg_nonword,,,,,,,,
adams,34,1,neg_nonword,,,,,,,,
accidently,34,1,neg_nonword,,,,,,,,
spiek,34,1,neg_nonword,,,,,,,,
valdosta,34,1,neg_nonword,,,,,,,,
xt,34,1,neg_nonword,,,,,,,,
depressurize,34,1,neg_nonword,,,,,,,,
celsius,34,1,neg_nonword,,,,,,,,
jli,34,1,neg_nonword,,,,,,,,
comanche,34,1,neg_nonword,,,,,,,,
ivane,34,1,neg_nonword,,,,,,,,
bogota,33,1,neg_nonword,,,,,,,,
hulman,33,1,neg_nonword,,,,,,,,
twring,33,1,neg_nonword,,,,,,,,
fbi,33,1,neg_nonword,,,,,,,,
ramms,33,1,neg_nonword,,,,,,,,
adsb,33,1,neg_nonword,,,,,,,,
endee,33,1,neg_nonword,,,,,,,,
dvc,33,1,neg_nonword,,,,,,,,
gqe,33,1,neg_nonword,,,,,,,,
lecar,33,1,neg_nonword,,,,,,,,
fuz,33,1,neg_nonword,,,,,,,,
spica,33,1,neg_nonword,,,,,,,,
anniston,33,1,neg_nonword,,,,,,,,
wavey,33,1,neg_nonword,,,,,,,,
juliana,33,1,neg_nonword,,,,,,,,
nofiv,33,1,neg_nonword,,,,,,,,
bader,33,1,neg_nonword,,,,,,,,
whigg,33,1,neg_nonword,,,,,,,,
wavie,33,1,neg_nonword,,,,,,,,
niagara,33,1,neg_nonword,,,,,,,,
stormscope,33,1,neg_nonword,,,,,,,,
groton,32,1,neg_nonword,,,,,,,,
airstairs,32,1,neg_nonword,,,,,,,,
pullman,32,1,neg_nonword,,,,,,,,
hhood,32,1,neg_nonword,,,,,,,,
yds,32,1,neg_nonword,,,,,,,,
manteca,32,1,neg_nonword,,,,,,,,
yuma,32,1,neg_nonword,,,,,,,,
rdvs,32,1,neg_nonword,,,,,,,,
nebnd,32,1,neg_nonword,,,,,,,,
doppler,32,1,neg_nonword,,,,,,,,
maine,32,1,neg_nonword,,,,,,,,
goodyear,32,1,neg_nonword,,,,,,,,
miscoms,32,1,neg_nonword,,,,,,,,
oapm,32,1,neg_nonword,,,,,,,,
moony,32,1,neg_nonword,,,,,,,,
uplink,32,1,neg_nonword,,,,,,,,
terra,32,1,neg_nonword,,,,,,,,
tappan,32,1,neg_nonword,,,,,,,,
bvt,32,1,neg_nonword,,,,,,,,
aqn,32,1,neg_nonword,,,,,,,,
selfridge,32,1,neg_nonword,,,,,,,,
basye,32,1,neg_nonword,,,,,,,,
hectopascals,32,1,neg_nonword,,,,,,,,
jvy,32,1,neg_nonword,,,,,,,,
beverly,32,1,neg_nonword,,,,,,,,
beatty,32,1,neg_nonword,,,,,,,,
inbnds,31,1,neg_nonword,,,,,,,,
oqu,31,1,neg_nonword,,,,,,,,
hwv,31,1,neg_nonword,,,,,,,,
obk,31,1,neg_nonword,,,,,,,,
pointouts,31,1,neg_nonword,,,,,,,,
tailcone,31,1,neg_nonword,,,,,,,,
tracons,31,1,neg_nonword,,,,,,,,
jnc,31,1,neg_nonword,,,,,,,,
janesville,31,1,neg_nonword,,,,,,,,
poggi,31,1,neg_nonword,,,,,,,,
phenom,31,1,neg_nonword,,,,,,,,
ilene,31,1,neg_nonword,,,,,,,,
nfp,31,1,neg_nonword,,,,,,,,
bradford,31,1,neg_nonword,,,,,,,,
uplock,31,1,neg_nonword,,,,,,,,
wyldd,31,1,neg_nonword,,,,,,,,
essex,31,1,neg_nonword,,,,,,,,
april,31,1,neg_nonword,,,,,,,,
lynxx,31,1,neg_nonword,,,,,,,,
canoga,31,1,neg_nonword,,,,,,,,
popup,31,1,neg_nonword,,,,,,,,
corkk,31,1,neg_nonword,,,,,,,,
skywatch,31,1,neg_nonword,,,,,,,,
baro,31,1,neg_nonword,,,,,,,,
eqy,31,1,neg_nonword,,,,,,,,
misprogrammed,31,1,neg_nonword,,,,,,,,
luvyn,31,1,neg_nonword,,,,,,,,
milfac,31,1,neg_nonword,,,,,,,,
mcdill,31,1,neg_nonword,,,,,,,,
keggs,31,1,neg_nonword,,,,,,,,
tarrk,31,1,neg_nonword,,,,,,,,
wiley,31,1,neg_nonword,,,,,,,,
speedbrake,30,1,neg_nonword,,,,,,,,
missoula,30,1,neg_nonword,,,,,,,,
greenville,30,1,neg_nonword,,,,,,,,
diablo,30,1,neg_nonword,,,,,,,,
luis,30,1,neg_nonword,,,,,,,,
wason,30,1,neg_nonword,,,,,,,,
dyamd,30,1,neg_nonword,,,,,,,,
elmendorf,30,1,neg_nonword,,,,,,,,
svcing,30,1,neg_nonword,,,,,,,,
prescott,30,1,neg_nonword,,,,,,,,
nottingham,30,1,neg_nonword,,,,,,,,
dto,30,1,neg_nonword,,,,,,,,
dylin,30,1,neg_nonword,,,,,,,,
elec,30,1,neg_nonword,,,,,,,,
decatur,30,1,neg_nonword,,,,,,,,
metars,30,1,neg_nonword,,,,,,,,
napa,30,1,neg_nonword,,,,,,,,
longview,30,1,neg_nonword,,,,,,,,
pegasus,30,1,neg_nonword,,,,,,,,
sailz,30,1,neg_nonword,,,,,,,,
hilo,30,1,neg_nonword,,,,,,,,
refil,30,1,neg_nonword,,,,,,,,
redispatched,30,1,neg_nonword,,,,,,,,
sayge,30,1,neg_nonword,,,,,,,,
afe,30,1,neg_nonword,,,,,,,,
princeton,30,1,neg_nonword,,,,,,,,
cessnas,30,1,neg_nonword,,,,,,,,
fmgs,30,1,neg_nonword,,,,,,,,
boldr,30,1,neg_nonword,,,,,,,,
recat,30,1,neg_nonword,,,,,,,,
pauki,29,1,neg_nonword,,,,,,,,
bldgs,29,1,neg_nonword,,,,,,,,
deadheaded,29,1,neg_nonword,,,,,,,,
nesto,29,1,neg_nonword,,,,,,,,
sabreliner,29,1,neg_nonword,,,,,,,,
drkar,29,1,neg_nonword,,,,,,,,
ps,29,1,neg_nonword,,,,,,,,
vfrs,29,1,neg_nonword,,,,,,,,
dowst,29,1,neg_nonword,,,,,,,,
rocab,29,1,neg_nonword,,,,,,,,
locke,29,1,neg_nonword,,,,,,,,
seymour,29,1,neg_nonword,,,,,,,,
newhall,29,1,neg_nonword,,,,,,,,
yankee,29,1,neg_nonword,,,,,,,,
lemyn,29,1,neg_nonword,,,,,,,,
pillo,29,1,neg_nonword,,,,,,,,
rptedly,29,1,neg_nonword,,,,,,,,
navye,29,1,neg_nonword,,,,,,,,
callsigns,29,1,neg_nonword,,,,,,,,
womac,29,1,neg_nonword,,,,,,,,
ipads,29,1,neg_nonword,,,,,,,,
acfts,29,1,neg_nonword,,,,,,,,
bimini,29,1,neg_nonword,,,,,,,,
dyess,29,1,neg_nonword,,,,,,,,
jawbn,29,1,neg_nonword,,,,,,,,
navion,29,1,neg_nonword,,,,,,,,
bwz,29,1,neg_nonword,,,,,,,,
marshall,29,1,neg_nonword,,,,,,,,
willo,29,1,neg_nonword,,,,,,,,
reoccurrence,29,1,neg_nonword,,,,,,,,
lavs,29,1,neg_nonword,,,,,,,,
gatwick,29,1,neg_nonword,,,,,,,,
vapp,28,1,neg_nonword,,,,,,,,
hyi,28,1,neg_nonword,,,,,,,,
beuty,28,1,neg_nonword,,,,,,,,
ovht,28,1,neg_nonword,,,,,,,,
taroc,28,1,neg_nonword,,,,,,,,
fulton,28,1,neg_nonword,,,,,,,,
ywt,28,1,neg_nonword,,,,,,,,
plsnt,28,1,neg_nonword,,,,,,,,
leese,28,1,neg_nonword,,,,,,,,
serfr,28,1,neg_nonword,,,,,,,,
cutta,28,1,neg_nonword,,,,,,,,
vuo,28,1,neg_nonword,,,,,,,,
benky,28,1,neg_nonword,,,,,,,,
windsor,28,1,neg_nonword,,,,,,,,
bscu,28,1,neg_nonword,,,,,,,,
adiru,28,1,neg_nonword,,,,,,,,
fourt,28,1,neg_nonword,,,,,,,,
jzi,28,1,neg_nonword,,,,,,,,
offutt,28,1,neg_nonword,,,,,,,,
lhy,28,1,neg_nonword,,,,,,,,
mahem,28,1,neg_nonword,,,,,,,,
stanfield,28,1,neg_nonword,,,,,,,,
ip,28,1,neg_nonword,,,,,,,,
hawkz,28,1,neg_nonword,,,,,,,,
glasr,28,1,neg_nonword,,,,,,,,
annapolis,28,1,neg_nonword,,,,,,,,
lynchburg,28,1,neg_nonword,,,,,,,,
prelndg,28,1,neg_nonword,,,,,,,,
doggg,28,1,neg_nonword,,,,,,,,
navasota,28,1,neg_nonword,,,,,,,,
kankakee,28,1,neg_nonword,,,,,,,,
kneeboard,27,1,neg_nonword,,,,,,,,
flipp,27,1,neg_nonword,,,,,,,,
fnchr,27,1,neg_nonword,,,,,,,,
scott,27,1,neg_nonword,,,,,,,,
pullup,27,1,neg_nonword,,,,,,,,
november,27,1,neg_nonword,,,,,,,,
xab,27,1,neg_nonword,,,,,,,,
british,27,1,neg_nonword,,,,,,,,
hpw,27,1,neg_nonword,,,,,,,,
bellanca,27,1,neg_nonword,,,,,,,,
emrud,27,1,neg_nonword,,,,,,,,
apreq,27,1,neg_nonword,,,,,,,,
tycob,27,1,neg_nonword,,,,,,,,
silow,27,1,neg_nonword,,,,,,,,
drxlr,27,1,neg_nonword,,,,,,,,
mavek,27,1,neg_nonword,,,,,,,,
sheppard,27,1,neg_nonword,,,,,,,,
ocala,27,1,neg_nonword,,,,,,,,
lemnz,27,1,neg_nonword,,,,,,,,
nosegear,27,1,neg_nonword,,,,,,,,
midds,27,1,neg_nonword,,,,,,,,
augustine,27,1,neg_nonword,,,,,,,,
shero,27,1,neg_nonword,,,,,,,,
zhn,27,1,neg_nonword,,,,,,,,
isla,27,1,neg_nonword,,,,,,,,
brookhaven,27,1,neg_nonword,,,,,,,,
nantucket,27,1,neg_nonword,,,,,,,,
pease,27,1,neg_nonword,,,,,,,,
beale,27,1,neg_nonword,,,,,,,,
haarp,27,1,neg_nonword,,,,,,,,
glex,27,1,neg_nonword,,,,,,,,
pendleton,27,1,neg_nonword,,,,,,,,
microswitch,27,1,neg_nonword,,,,,,,,
calverton,27,1,neg_nonword,,,,,,,,
moscow,26,1,neg_nonword,,,,,,,,
spdbrakes,26,1,neg_nonword,,,,,,,,
medevac,26,1,neg_nonword,,,,,,,,
ctlability,26,1,neg_nonword,,,,,,,,
mcchord,26,1,neg_nonword,,,,,,,,
milan,26,1,neg_nonword,,,,,,,,
circumnaving,26,1,neg_nonword,,,,,,,,
vero,26,1,neg_nonword,,,,,,,,
koltt,26,1,neg_nonword,,,,,,,,
gilmore,26,1,neg_nonword,,,,,,,,
elkins,26,1,neg_nonword,,,,,,,,
jumpseating,26,1,neg_nonword,,,,,,,,
georgetown,26,1,neg_nonword,,,,,,,,
dva,26,1,neg_nonword,,,,,,,,
hurbs,26,1,neg_nonword,,,,,,,,
seoul,26,1,neg_nonword,,,,,,,,
jamestown,26,1,neg_nonword,,,,,,,,
mrlin,26,1,neg_nonword,,,,,,,,
ziggy,26,1,neg_nonword,,,,,,,,
lt,26,1,neg_nonword,,,,,,,,
leets,26,1,neg_nonword,,,,,,,,
walet,26,1,neg_nonword,,,,,,,,
wevic,26,1,neg_nonword,,,,,,,,
uca,26,1,neg_nonword,,,,,,,,
morgantown,26,1,neg_nonword,,,,,,,,
chinese,26,1,neg_nonword,,,,,,,,
watsn,26,1,neg_nonword,,,,,,,,
licke,26,1,neg_nonword,,,,,,,,
vt,26,1,neg_nonword,,,,,,,,
pittsburg,26,1,neg_nonword,,,,,,,,
ithaca,26,1,neg_nonword,,,,,,,,
fw,26,1,neg_nonword,,,,,,,,
biltmore,26,1,neg_nonword,,,,,,,,
asel,26,1,neg_nonword,,,,,,,,
porpa,26,1,neg_nonword,,,,,,,,
nanci,26,1,neg_nonword,,,,,,,,
domingo,26,1,neg_nonword,,,,,,,,
uao,26,1,neg_nonword,,,,,,,,
skypark,25,1,neg_nonword,,,,,,,,
elac,25,1,neg_nonword,,,,,,,,
cumulous,25,1,neg_nonword,,,,,,,,
shafter,25,1,neg_nonword,,,,,,,,
tue,25,1,neg_nonword,,,,,,,,
lawrence,25,1,neg_nonword,,,,,,,,
nikkl,25,1,neg_nonword,,,,,,,,
dhp,25,1,neg_nonword,,,,,,,,
xxxy,25,1,neg_nonword,,,,,,,,
zz,25,1,neg_nonword,,,,,,,,
degan,25,1,neg_nonword,,,,,,,,
indian,25,1,neg_nonword,,,,,,,,
ridgeline,25,1,neg_nonword,,,,,,,,
alpa,25,1,neg_nonword,,,,,,,,
santo,25,1,neg_nonword,,,,,,,,
tacke,25,1,neg_nonword,,,,,,,,
norton,25,1,neg_nonword,,,,,,,,
wilco,25,1,neg_nonword,,,,,,,,
bilit,25,1,neg_nonword,,,,,,,,
vhp,25,1,neg_nonword,,,,,,,,
elliot,25,1,neg_nonword,,,,,,,,
centex,25,1,neg_nonword,,,,,,,,
merue,25,1,neg_nonword,,,,,,,,
racine,25,1,neg_nonword,,,,,,,,
jpi,25,1,neg_nonword,,,,,,,,
gndspd,25,1,neg_nonword,,,,,,,,
